Date,Raw Material,Daily Consumption,Inventory Position,PO Number,PO Status,Expected Delivery Date,Vendor Name,Lead Time (Days),PO Creation Date
14-Mar-23,RM 2,12,1051,,,,,,
15-Mar-23,RM 2,13,1038,,,,,,
16-Mar-23,RM 2,24,1014,,,,,,
17-Mar-23,RM 2,23,991,,,,,,
18-Mar-23,RM 2,14,977,,,,,,
19-Mar-23,RM 2,18,959,,,,,,
20-Mar-23,RM 2,12,947,,,,,,
21-Mar-23,RM 2,12,935,,,,,,
22-Mar-23,RM 2,13,922,,,,,,
23-Mar-23,RM 2,25,897,,,,,,
24-Mar-23,RM 2,7,890,,,,,,
25-Mar-23,RM 2,16,874,,,,,,
26-Mar-23,RM 2,14,860,,,,,,
27-Mar-23,RM 2,27,833,,,,,,
28-Mar-23,RM 2,15,818,,,,,,
29-Mar-23,RM 2,9,809,,,,,,
30-Mar-23,RM 2,7,802,,,,,,
31-Mar-23,RM 2,15,787,,,,,,
1-Apr-23,RM 2,0,787,,,,,,
2-Apr-23,RM 2,15,772,,,,,,
3-Apr-23,RM 2,15,757,,,,,,
4-Apr-23,RM 2,14,743,,,,,,
5-Apr-23,RM 2,26,717,,,,,,
6-Apr-23,RM 2,19,698,,,,,,
7-Apr-23,RM 2,0,698,,,,,,
8-Apr-23,RM 2,11,687,,,,,,
9-Apr-23,RM 2,8,679,,,,,,
10-Apr-23,RM 2,2,677,,,,,,
11-Apr-23,RM 2,18,659,,,,,,
12-Apr-23,RM 2,22,637,,,,,,
13-Apr-23,RM 2,12,625,,,,,,
14-Apr-23,RM 2,19,606,,,,,,
15-Apr-23,RM 2,19,587,,,,,,
16-Apr-23,RM 2,16,571,,,,,,
17-Apr-23,RM 2,8,563,,,,,,
18-Apr-23,RM 2,7,556,,,,,,
19-Apr-23,RM 2,16,540,,,,,,
20-Apr-23,RM 2,17,523,,,,,,
21-Apr-23,RM 2,15,508,,,,,,
22-Apr-23,RM 2,6,502,,,,,,
23-Apr-23,RM 2,11,491,,,,,,
24-Apr-23,RM 2,13,478,,,,,,
25-Apr-23,RM 2,9,469,,,,,,
26-Apr-23,RM 2,14,455,,,,,,
27-Apr-23,RM 2,6,449,,,,,,
28-Apr-23,RM 2,8,441,,,,,,
29-Apr-23,RM 2,24,417,,,,,,
30-Apr-23,RM 2,9,408,,,,,,
1-May-23,RM 2,18,390,,,,,,
2-May-23,RM 2,14,376,,,,,,
3-May-23,RM 2,18,358,,,,,,
4-May-23,RM 2,5,353,,,,,,
5-May-23,RM 2,20,333,,,,,,
6-May-23,RM 2,5,328,,,,,,
7-May-23,RM 2,10,318,,,,,,
8-May-23,RM 2,0,318,,,,,,
9-May-23,RM 2,6,312,,,,,,
10-May-23,RM 2,0,312,,,,,,
11-May-23,RM 2,12,300,,,,,,
28-May-23,RM 2,8,680,,,,,,
29-May-23,RM 2,13,667,,,,,,
30-May-23,RM 2,3,664,,,,,,
31-May-23,RM 2,19,645,,,,,,
1-Jun-23,RM 2,4,641,,,,,,
2-Jun-23,RM 2,10,631,,,,,,
3-Jun-23,RM 2,6,625,,,,,,
4-Jun-23,RM 2,7,618,,,,,,
5-Jun-23,RM 2,4,614,,,,,,
6-Jun-23,RM 2,15,599,,,,,,
7-Jun-23,RM 2,15,584,,,,,,
8-Jun-23,RM 2,17,567,,,,,,
9-Jun-23,RM 2,18,549,,,,,,
10-Jun-23,RM 2,13,536,,,,,,
11-Jun-23,RM 2,8,528,,,,,,
12-Jun-23,RM 2,0,528,,,,,,
13-Jun-23,RM 2,17,511,,,,,,
14-Jun-23,RM 2,4,507,,,,,,
15-Jun-23,RM 2,12,495,,,,,,
16-Jun-23,RM 2,7,488,,,,,,
17-Jun-23,RM 2,4,484,,,,,,
18-Jun-23,RM 2,11,473,,,,,,
19-Jun-23,RM 2,14,459,,,,,,
20-Jun-23,RM 2,15,444,,,,,,
21-Jun-23,RM 2,0,444,,,,,,
22-Jun-23,RM 2,16,428,,,,,,
23-Jun-23,RM 2,9,419,,,,,,
24-Jun-23,RM 2,23,396,,,,,,
25-Jun-23,RM 2,0,396,,,,,,
26-Jun-23,RM 2,4,392,,,,,,
27-Jun-23,RM 2,11,381,,,,,,
28-Jun-23,RM 2,11,370,,,,,,
29-Jun-23,RM 2,19,351,,,,,,
30-Jun-23,RM 2,12,339,,,,,,
1-Jul-23,RM 2,14,325,,,,,,
2-Jul-23,RM 2,12,313,,,,,,
3-Jul-23,RM 2,3,310,,,,,,
4-Jul-23,RM 2,8,302,,,,,,
19-Jul-23,RM 2,6,960,,,,,,
20-Jul-23,RM 2,16,944,,,,,,
21-Jul-23,RM 2,7,937,,,,,,
22-Jul-23,RM 2,6,931,,,,,,
23-Jul-23,RM 2,2,929,,,,,,
24-Jul-23,RM 2,1,928,,,,,,
25-Jul-23,RM 2,4,924,,,,,,
26-Jul-23,RM 2,8,916,,,,,,
27-Jul-23,RM 2,10,906,,,,,,
28-Jul-23,RM 2,9,897,,,,,,
29-Jul-23,RM 2,28,869,,,,,,
30-Jul-23,RM 2,24,845,,,,,,
31-Jul-23,RM 2,11,834,,,,,,
1-Aug-23,RM 2,2,832,,,,,,
2-Aug-23,RM 2,1,831,,,,,,
3-Aug-23,RM 2,18,813,,,,,,
4-Aug-23,RM 2,10,803,,,,,,
5-Aug-23,RM 2,3,800,,,,,,
6-Aug-23,RM 2,20,780,,,,,,
7-Aug-23,RM 2,19,761,,,,,,
8-Aug-23,RM 2,10,751,,,,,,
9-Aug-23,RM 2,11,740,,,,,,
10-Aug-23,RM 2,17,723,,,,,,
11-Aug-23,RM 2,13,710,,,,,,
12-Aug-23,RM 2,16,694,,,,,,
13-Aug-23,RM 2,16,678,,,,,,
14-Aug-23,RM 2,1,677,,,,,,
15-Aug-23,RM 2,6,671,,,,,,
16-Aug-23,RM 2,15,656,,,,,,
17-Aug-23,RM 2,14,642,,,,,,
18-Aug-23,RM 2,26,616,,,,,,
19-Aug-23,RM 2,18,598,,,,,,
20-Aug-23,RM 2,12,586,,,,,,
21-Aug-23,RM 2,12,574,,,,,,
22-Aug-23,RM 2,11,563,,,,,,
23-Aug-23,RM 2,8,555,,,,,,
24-Aug-23,RM 2,25,530,,,,,,
25-Aug-23,RM 2,14,516,,,,,,
26-Aug-23,RM 2,18,498,,,,,,
27-Aug-23,RM 2,12,486,,,,,,
28-Aug-23,RM 2,11,475,,,,,,
29-Aug-23,RM 2,9,466,,,,,,
30-Aug-23,RM 2,15,451,,,,,,
31-Aug-23,RM 2,10,441,,,,,,
1-Sep-23,RM 2,7,434,,,,,,
2-Sep-23,RM 2,12,422,,,,,,
3-Sep-23,RM 2,14,408,,,,,,
4-Sep-23,RM 2,15,393,,,,,,
5-Sep-23,RM 2,7,386,,,,,,
6-Sep-23,RM 2,9,377,,,,,,
7-Sep-23,RM 2,4,373,,,,,,
8-Sep-23,RM 2,12,361,,,,,,
9-Sep-23,RM 2,15,346,,,,,,
10-Sep-23,RM 2,10,336,,,,,,
11-Sep-23,RM 2,22,314,,,,,,
12-Sep-23,RM 2,2,312,,,,,,
13-Sep-23,RM 2,11,301,,,,,,
30-Sep-23,RM 2,14,798,,,,,,
1-Oct-23,RM 2,9,789,,,,,,
2-Oct-23,RM 2,13,776,,,,,,
3-Oct-23,RM 2,6,770,,,,,,
4-Oct-23,RM 2,0,770,,,,,,
5-Oct-23,RM 2,8,762,,,,,,
6-Oct-23,RM 2,15,747,,,,,,
7-Oct-23,RM 2,8,739,,,,,,
8-Oct-23,RM 2,14,725,,,,,,
9-Oct-23,RM 2,7,718,,,,,,
10-Oct-23,RM 2,13,705,,,,,,
11-Oct-23,RM 2,13,692,,,,,,
12-Oct-23,RM 2,8,684,,,,,,
13-Oct-23,RM 2,14,670,,,,,,
14-Oct-23,RM 2,22,648,,,,,,
15-Oct-23,RM 2,9,639,,,,,,
16-Oct-23,RM 2,21,618,,,,,,
17-Oct-23,RM 2,21,597,,,,,,
18-Oct-23,RM 2,8,589,,,,,,
19-Oct-23,RM 2,2,587,,,,,,
20-Oct-23,RM 2,10,577,,,,,,
21-Oct-23,RM 2,9,568,,,,,,
22-Oct-23,RM 2,4,564,,,,,,
23-Oct-23,RM 2,2,562,,,,,,
24-Oct-23,RM 2,13,549,,,,,,
25-Oct-23,RM 2,0,549,,,,,,
26-Oct-23,RM 2,9,540,,,,,,
27-Oct-23,RM 2,23,517,,,,,,
28-Oct-23,RM 2,18,499,,,,,,
29-Oct-23,RM 2,17,482,,,,,,
30-Oct-23,RM 2,9,473,,,,,,
31-Oct-23,RM 2,18,455,,,,,,
1-Nov-23,RM 2,2,453,,,,,,
2-Nov-23,RM 2,19,434,,,,,,
3-Nov-23,RM 2,12,422,,,,,,
4-Nov-23,RM 2,8,414,,,,,,
5-Nov-23,RM 2,6,408,,,,,,
6-Nov-23,RM 2,13,395,,,,,,
7-Nov-23,RM 2,14,381,,,,,,
8-Nov-23,RM 2,23,358,,,,,,
9-Nov-23,RM 2,13,345,,,,,,
10-Nov-23,RM 2,20,325,,,,,,
11-Nov-23,RM 2,4,321,,,,,,
12-Nov-23,RM 2,10,311,,,,,,
20-Nov-23,RM 2,17,1181,,,,,,
21-Nov-23,RM 2,6,1175,,,,,,
22-Nov-23,RM 2,15,1160,,,,,,
23-Nov-23,RM 2,24,1136,,,,,,
24-Nov-23,RM 2,26,1110,,,,,,
25-Nov-23,RM 2,17,1093,,,,,,
26-Nov-23,RM 2,7,1086,,,,,,
27-Nov-23,RM 2,21,1065,,,,,,
28-Nov-23,RM 2,13,1052,,,,,,
29-Nov-23,RM 2,14,1038,,,,,,
30-Nov-23,RM 2,12,1026,,,,,,
1-Dec-23,RM 2,7,1019,,,,,,
2-Dec-23,RM 2,13,1006,,,,,,
3-Dec-23,RM 2,9,997,,,,,,
4-Dec-23,RM 2,26,971,,,,,,
5-Dec-23,RM 2,0,971,,,,,,
6-Dec-23,RM 2,13,958,,,,,,
7-Dec-23,RM 2,10,948,,,,,,
8-Dec-23,RM 2,16,932,,,,,,
9-Dec-23,RM 2,7,925,,,,,,
10-Dec-23,RM 2,19,906,,,,,,
11-Dec-23,RM 2,13,893,,,,,,
12-Dec-23,RM 2,4,889,,,,,,
13-Dec-23,RM 2,9,880,,,,,,
14-Dec-23,RM 2,6,874,,,,,,
15-Dec-23,RM 2,9,865,,,,,,
16-Dec-23,RM 2,7,858,,,,,,
17-Dec-23,RM 2,16,842,,,,,,
18-Dec-23,RM 2,13,829,,,,,,
19-Dec-23,RM 2,19,810,,,,,,
20-Dec-23,RM 2,20,790,,,,,,
21-Dec-23,RM 2,14,776,,,,,,
22-Dec-23,RM 2,15,761,,,,,,
23-Dec-23,RM 2,6,755,,,,,,
24-Dec-23,RM 2,4,751,,,,,,
25-Dec-23,RM 2,16,735,,,,,,
26-Dec-23,RM 2,14,721,,,,,,
27-Dec-23,RM 2,13,708,,,,,,
28-Dec-23,RM 2,9,699,,,,,,
29-Dec-23,RM 2,10,689,,,,,,
30-Dec-23,RM 2,20,669,,,,,,
31-Dec-23,RM 2,5,664,,,,,,
1-Jan-24,RM 2,14,650,,,,,,
2-Jan-24,RM 2,11,639,,,,,,
3-Jan-24,RM 2,7,632,,,,,,
4-Jan-24,RM 2,9,623,,,,,,
5-Jan-24,RM 2,14,609,,,,,,
6-Jan-24,RM 2,13,596,,,,,,
7-Jan-24,RM 2,12,584,,,,,,
8-Jan-24,RM 2,23,561,,,,,,
9-Jan-24,RM 2,15,546,,,,,,
10-Jan-24,RM 2,23,523,,,,,,
11-Jan-24,RM 2,7,516,,,,,,
12-Jan-24,RM 2,17,499,,,,,,
13-Jan-24,RM 2,13,486,,,,,,
14-Jan-24,RM 2,17,469,,,,,,
15-Jan-24,RM 2,1,468,,,,,,
16-Jan-24,RM 2,11,457,,,,,,
17-Jan-24,RM 2,14,443,,,,,,
18-Jan-24,RM 2,12,431,,,,,,
19-Jan-24,RM 2,14,417,,,,,,
20-Jan-24,RM 2,0,417,,,,,,
21-Jan-24,RM 2,19,398,,,,,,
22-Jan-24,RM 2,11,387,,,,,,
23-Jan-24,RM 2,11,376,,,,,,
24-Jan-24,RM 2,6,370,,,,,,
25-Jan-24,RM 2,9,361,,,,,,
26-Jan-24,RM 2,11,350,,,,,,
27-Jan-24,RM 2,16,334,,,,,,
28-Jan-24,RM 2,5,329,,,,,,
29-Jan-24,RM 2,13,316,,,,,,
9-Feb-24,RM 2,15,945,,,,,,
10-Feb-24,RM 2,8,937,,,,,,
11-Feb-24,RM 2,15,922,,,,,,
12-Feb-24,RM 2,11,911,,,,,,
13-Feb-24,RM 2,24,887,,,,,,
14-Feb-24,RM 2,5,882,,,,,,
15-Feb-24,RM 2,20,862,,,,,,
16-Feb-24,RM 2,7,855,,,,,,
17-Feb-24,RM 2,4,851,,,,,,
18-Feb-24,RM 2,21,830,,,,,,
19-Feb-24,RM 2,13,817,,,,,,
20-Feb-24,RM 2,14,803,,,,,,
21-Feb-24,RM 2,0,803,,,,,,
22-Feb-24,RM 2,12,791,,,,,,
23-Feb-24,RM 2,3,788,,,,,,
24-Feb-24,RM 2,15,773,,,,,,
25-Feb-24,RM 2,11,762,,,,,,
26-Feb-24,RM 2,17,745,,,,,,
27-Feb-24,RM 2,8,737,,,,,,
28-Feb-24,RM 2,10,727,,,,,,
29-Feb-24,RM 2,10,717,,,,,,
1-Mar-24,RM 2,18,699,,,,,,
2-Mar-24,RM 2,18,681,,,,,,
3-Mar-24,RM 2,23,658,,,,,,
4-Mar-24,RM 2,2,656,,,,,,
5-Mar-24,RM 2,13,643,,,,,,
6-Mar-24,RM 2,19,624,,,,,,
7-Mar-24,RM 2,21,603,,,,,,
8-Mar-24,RM 2,25,578,,,,,,
9-Mar-24,RM 2,10,568,,,,,,
10-Mar-24,RM 2,16,552,,,,,,
11-Mar-24,RM 2,20,532,,,,,,
12-Mar-24,RM 2,0,532,,,,,,
13-Mar-24,RM 2,11,521,,,,,,
14-Mar-24,RM 2,18,503,,,,,,
15-Mar-24,RM 2,8,495,,,,,,
16-Mar-24,RM 2,1,494,,,,,,
17-Mar-24,RM 2,10,484,,,,,,
18-Mar-24,RM 2,6,478,,,,,,
19-Mar-24,RM 2,13,465,,,,,,
20-Mar-24,RM 2,12,453,,,,,,
21-Mar-24,RM 2,25,428,,,,,,
22-Mar-24,RM 2,17,411,,,,,,
23-Mar-24,RM 2,11,400,,,,,,
24-Mar-24,RM 2,13,387,,,,,,
25-Mar-24,RM 2,12,375,,,,,,
26-Mar-24,RM 2,0,375,,,,,,
27-Mar-24,RM 2,10,365,,,,,,
28-Mar-24,RM 2,10,355,,,,,,
29-Mar-24,RM 2,15,340,,,,,,
30-Mar-24,RM 2,6,334,,,,,,
31-Mar-24,RM 2,5,329,,,,,,
1-Apr-24,RM 2,14,315,,,,,,
2-Apr-24,RM 2,6,309,,,,,,
3-Apr-24,RM 2,4,305,,,,,,
19-Apr-24,RM 2,12,619,,,,,,
20-Apr-24,RM 2,9,610,,,,,,
21-Apr-24,RM 2,4,606,,,,,,
22-Apr-24,RM 2,17,589,,,,,,
23-Apr-24,RM 2,14,575,,,,,,
24-Apr-24,RM 2,15,560,,,,,,
25-Apr-24,RM 2,17,543,,,,,,
26-Apr-24,RM 2,20,523,,,,,,
27-Apr-24,RM 2,0,523,,,,,,
28-Apr-24,RM 2,7,516,,,,,,
29-Apr-24,RM 2,7,509,,,,,,
30-Apr-24,RM 2,16,493,,,,,,
1-May-24,RM 2,0,493,,,,,,
2-May-24,RM 2,12,481,,,,,,
3-May-24,RM 2,6,475,,,,,,
4-May-24,RM 2,12,463,,,,,,
5-May-24,RM 2,17,446,,,,,,
6-May-24,RM 2,2,444,,,,,,
7-May-24,RM 2,12,432,,,,,,
8-May-24,RM 2,7,425,,,,,,
9-May-24,RM 2,21,404,,,,,,
10-May-24,RM 2,4,400,,,,,,
11-May-24,RM 2,5,395,,,,,,
12-May-24,RM 2,17,378,,,,,,
13-May-24,RM 2,8,370,,,,,,
14-May-24,RM 2,19,351,,,,,,
15-May-24,RM 2,16,335,,,,,,
16-May-24,RM 2,11,324,,,,,,
17-May-24,RM 2,4,320,,,,,,
23-May-24,RM 2,8,915,,,,,,
24-May-24,RM 2,4,911,,,,,,
25-May-24,RM 2,11,900,,,,,,
26-May-24,RM 2,16,884,,,,,,
27-May-24,RM 2,18,866,,,,,,
28-May-24,RM 2,7,859,,,,,,
29-May-24,RM 2,9,850,,,,,,
30-May-24,RM 2,17,833,,,,,,
31-May-24,RM 2,16,817,,,,,,
1-Jun-24,RM 2,15,802,,,,,,
2-Jun-24,RM 2,9,793,,,,,,
3-Jun-24,RM 2,15,778,,,,,,
4-Jun-24,RM 2,20,758,,,,,,
5-Jun-24,RM 2,18,740,,,,,,
6-Jun-24,RM 2,16,724,,,,,,
7-Jun-24,RM 2,18,706,,,,,,
8-Jun-24,RM 2,7,699,,,,,,
9-Jun-24,RM 2,15,684,,,,,,
10-Jun-24,RM 2,20,664,,,,,,
11-Jun-24,RM 2,0,664,,,,,,
12-Jun-24,RM 2,11,653,,,,,,
13-Jun-24,RM 2,11,642,,,,,,
14-Jun-24,RM 2,7,635,,,,,,
15-Jun-24,RM 2,10,625,,,,,,
16-Jun-24,RM 2,15,610,,,,,,
17-Jun-24,RM 2,15,595,,,,,,
18-Jun-24,RM 2,10,585,,,,,,
19-Jun-24,RM 2,0,585,,,,,,
20-Jun-24,RM 2,16,569,,,,,,
21-Jun-24,RM 2,4,565,,,,,,
22-Jun-24,RM 2,18,547,,,,,,
23-Jun-24,RM 2,1,546,,,,,,
24-Jun-24,RM 2,15,531,,,,,,
25-Jun-24,RM 2,17,514,,,,,,
26-Jun-24,RM 2,16,498,,,,,,
27-Jun-24,RM 2,20,478,,,,,,
28-Jun-24,RM 2,12,466,,,,,,
29-Jun-24,RM 2,17,449,,,,,,
30-Jun-24,RM 2,14,435,,,,,,
1-Jul-24,RM 2,14,421,,,,,,
2-Jul-24,RM 2,19,402,,,,,,
3-Jul-24,RM 2,21,381,,,,,,
4-Jul-24,RM 2,16,365,,,,,,
5-Jul-24,RM 2,0,365,,,,,,
6-Jul-24,RM 2,12,353,,,,,,
7-Jul-24,RM 2,13,340,,,,,,
8-Jul-24,RM 2,20,320,,,,,,
9-Jul-24,RM 2,10,310,,,,,,
19-Jul-24,RM 2,15,830,,,,,,
20-Jul-24,RM 2,9,821,,,,,,
21-Jul-24,RM 2,12,809,,,,,,
22-Jul-24,RM 2,4,805,,,,,,
23-Jul-24,RM 2,18,787,,,,,,
24-Jul-24,RM 2,7,780,,,,,,
25-Jul-24,RM 2,0,780,,,,,,
26-Jul-24,RM 2,23,757,,,,,,
27-Jul-24,RM 2,0,757,,,,,,
28-Jul-24,RM 2,12,745,,,,,,
29-Jul-24,RM 2,13,732,,,,,,
30-Jul-24,RM 2,7,725,,,,,,
31-Jul-24,RM 2,19,706,,,,,,
1-Aug-24,RM 2,16,690,,,,,,
2-Aug-24,RM 2,16,674,,,,,,
3-Aug-24,RM 2,12,662,,,,,,
4-Aug-24,RM 2,14,648,,,,,,
5-Aug-24,RM 2,12,636,,,,,,
6-Aug-24,RM 2,15,621,,,,,,
7-Aug-24,RM 2,18,603,,,,,,
8-Aug-24,RM 2,15,588,,,,,,
9-Aug-24,RM 2,16,572,,,,,,
10-Aug-24,RM 2,8,564,,,,,,
11-Aug-24,RM 2,15,549,,,,,,
12-Aug-24,RM 2,9,540,,,,,,
13-Aug-24,RM 2,10,530,,,,,,
14-Aug-24,RM 2,3,527,,,,,,
15-Aug-24,RM 2,18,509,,,,,,
16-Aug-24,RM 2,8,501,,,,,,
17-Aug-24,RM 2,9,492,,,,,,
18-Aug-24,RM 2,15,477,,,,,,
19-Aug-24,RM 2,9,468,,,,,,
20-Aug-24,RM 2,15,453,,,,,,
21-Aug-24,RM 2,22,431,,,,,,
22-Aug-24,RM 2,10,421,,,,,,
23-Aug-24,RM 2,19,402,,,,,,
24-Aug-24,RM 2,9,393,,,,,,
25-Aug-24,RM 2,17,376,,,,,,
26-Aug-24,RM 2,6,370,,,,,,
27-Aug-24,RM 2,14,356,,,,,,
28-Aug-24,RM 2,21,335,,,,,,
29-Aug-24,RM 2,20,315,,,,,,
30-Aug-24,RM 2,13,302,,,,,,
17-Sep-24,RM 2,16,969,,,,,,
18-Sep-24,RM 2,7,962,,,,,,
19-Sep-24,RM 2,17,945,,,,,,
20-Sep-24,RM 2,0,945,,,,,,
21-Sep-24,RM 2,28,917,,,,,,
22-Sep-24,RM 2,17,900,,,,,,
23-Sep-24,RM 2,12,888,,,,,,
24-Sep-24,RM 2,9,879,,,,,,
25-Sep-24,RM 2,14,865,,,,,,
26-Sep-24,RM 2,10,855,,,,,,
27-Sep-24,RM 2,3,852,,,,,,
28-Sep-24,RM 2,20,832,,,,,,
29-Sep-24,RM 2,5,827,,,,,,
30-Sep-24,RM 2,21,806,,,,,,
1-Oct-24,RM 2,20,786,,,,,,
2-Oct-24,RM 2,4,782,,,,,,
3-Oct-24,RM 2,5,777,,,,,,
4-Oct-24,RM 2,4,773,,,,,,
5-Oct-24,RM 2,9,764,,,,,,
6-Oct-24,RM 2,11,753,,,,,,
7-Oct-24,RM 2,14,739,,,,,,
8-Oct-24,RM 2,1,738,,,,,,
9-Oct-24,RM 2,24,714,,,,,,
10-Oct-24,RM 2,14,700,,,,,,
11-Oct-24,RM 2,14,686,,,,,,
12-Oct-24,RM 2,9,677,,,,,,
13-Oct-24,RM 2,0,677,,,,,,
14-Oct-24,RM 2,5,672,,,,,,
15-Oct-24,RM 2,11,661,,,,,,
16-Oct-24,RM 2,7,654,,,,,,
17-Oct-24,RM 2,1,653,,,,,,
18-Oct-24,RM 2,11,642,,,,,,
19-Oct-24,RM 2,5,637,,,,,,
20-Oct-24,RM 2,14,623,,,,,,
21-Oct-24,RM 2,20,603,,,,,,
22-Oct-24,RM 2,13,590,,,,,,
23-Oct-24,RM 2,18,572,,,,,,
24-Oct-24,RM 2,14,558,,,,,,
25-Oct-24,RM 2,17,541,,,,,,
26-Oct-24,RM 2,15,526,,,,,,
27-Oct-24,RM 2,12,514,,,,,,
28-Oct-24,RM 2,8,506,,,,,,
29-Oct-24,RM 2,6,500,,,,,,
30-Oct-24,RM 2,14,486,,,,,,
31-Oct-24,RM 2,14,472,,,,,,
1-Nov-24,RM 2,6,466,,,,,,
2-Nov-24,RM 2,5,461,,,,,,
3-Nov-24,RM 2,0,461,,,,,,
4-Nov-24,RM 2,14,447,,,,,,
5-Nov-24,RM 2,1,446,,,,,,
6-Nov-24,RM 2,6,440,,,,,,
7-Nov-24,RM 2,9,431,,,,,,
8-Nov-24,RM 2,22,409,,,,,,
9-Nov-24,RM 2,20,389,,,,,,
10-Nov-24,RM 2,0,389,,,,,,
11-Nov-24,RM 2,14,375,,,,,,
12-Nov-24,RM 2,13,362,,,,,,
13-Nov-24,RM 2,6,356,,,,,,
14-Nov-24,RM 2,19,337,,,,,,
15-Nov-24,RM 2,12,325,,,,,,
16-Nov-24,RM 2,13,312,,,,,,
17-Nov-24,RM 2,4,308,,,,,,
30-Nov-24,RM 2,10,677,,,,,,
1-Dec-24,RM 2,14,663,,,,,,
2-Dec-24,RM 2,15,648,,,,,,
3-Dec-24,RM 2,23,625,,,,,,
4-Dec-24,RM 2,9,616,,,,,,
5-Dec-24,RM 2,6,610,,,,,,
6-Dec-24,RM 2,9,601,,,,,,
7-Dec-24,RM 2,16,585,,,,,,
8-Dec-24,RM 2,21,564,,,,,,
9-Dec-24,RM 2,16,548,,,,,,
10-Dec-24,RM 2,0,548,,,,,,
11-Dec-24,RM 2,14,534,,,,,,
12-Dec-24,RM 2,18,516,,,,,,
13-Dec-24,RM 2,11,505,,,,,,
14-Dec-24,RM 2,21,484,,,,,,
15-Dec-24,RM 2,11,473,,,,,,
16-Dec-24,RM 2,26,447,,,,,,
17-Dec-24,RM 2,25,422,,,,,,
18-Dec-24,RM 2,20,402,,,,,,
19-Dec-24,RM 2,17,385,,,,,,
20-Dec-24,RM 2,11,374,,,,,,
21-Dec-24,RM 2,0,374,,,,,,
22-Dec-24,RM 2,21,353,,,,,,
23-Dec-24,RM 2,19,334,,,,,,
24-Dec-24,RM 2,14,320,,,,,,
25-Dec-24,RM 2,4,316,,,,,,
26-Dec-24,RM 2,2,314,,,,,,
27-Dec-24,RM 2,12,302,,,,,,
1-Jan-22,RM 1,11,891,,,,,,
2-Jan-22,RM 1,12,879,,,,,,
3-Jan-22,RM 1,7,872,,,,,,
4-Jan-22,RM 1,19,853,,,,,,
5-Jan-22,RM 1,12,841,,,,,,
6-Jan-22,RM 1,2,839,,,,,,
7-Jan-22,RM 1,20,819,,,,,,
8-Jan-22,RM 1,11,808,,,,,,
9-Jan-22,RM 1,17,791,,,,,,
10-Jan-22,RM 1,21,770,,,,,,
11-Jan-22,RM 1,6,764,,,,,,
12-Jan-22,RM 1,15,749,,,,,,
13-Jan-22,RM 1,11,738,,,,,,
14-Jan-22,RM 1,12,726,,,,,,
15-Jan-22,RM 1,9,717,,,,,,
16-Jan-22,RM 1,4,713,,,,,,
17-Jan-22,RM 1,0,713,,,,,,
18-Jan-22,RM 1,14,699,,,,,,
19-Jan-22,RM 1,7,692,,,,,,
20-Jan-22,RM 1,6,686,,,,,,
21-Jan-22,RM 1,21,665,,,,,,
22-Jan-22,RM 1,13,652,,,,,,
23-Jan-22,RM 1,10,642,,,,,,
24-Jan-22,RM 1,7,635,,,,,,
25-Jan-22,RM 1,21,614,,,,,,
26-Jan-22,RM 1,2,612,,,,,,
27-Jan-22,RM 1,8,604,,,,,,
28-Jan-22,RM 1,10,594,,,,,,
29-Jan-22,RM 1,11,583,,,,,,
30-Jan-22,RM 1,6,577,,,,,,
31-Jan-22,RM 1,14,563,,,,,,
1-Feb-22,RM 1,15,548,,,,,,
2-Feb-22,RM 1,15,533,,,,,,
3-Feb-22,RM 1,4,529,,,,,,
4-Feb-22,RM 1,1,528,,,,,,
5-Feb-22,RM 1,26,502,,,,,,
6-Feb-22,RM 1,7,495,,,,,,
7-Feb-22,RM 1,11,484,,,,,,
8-Feb-22,RM 1,6,478,,,,,,
9-Feb-22,RM 1,0,478,,,,,,
10-Feb-22,RM 1,18,460,,,,,,
11-Feb-22,RM 1,24,436,,,,,,
12-Feb-22,RM 1,1,435,,,,,,
13-Feb-22,RM 1,10,425,,,,,,
14-Feb-22,RM 1,18,407,,,,,,
15-Feb-22,RM 1,19,388,,,,,,
16-Feb-22,RM 1,15,373,,,,,,
17-Feb-22,RM 1,12,361,,,,,,
18-Feb-22,RM 1,5,356,,,,,,
19-Feb-22,RM 1,15,341,,,,,,
20-Feb-22,RM 1,19,322,,,,,,
21-Feb-22,RM 1,4,318,,,,,,
22-Feb-22,RM 1,14,304,,,,,,
23-Feb-22,RM 1,1,303,,,,,,
8-Mar-22,RM 1,17,909,,,,,,
9-Mar-22,RM 1,19,890,,,,,,
10-Mar-22,RM 1,1,889,,,,,,
11-Mar-22,RM 1,26,863,,,,,,
12-Mar-22,RM 1,15,848,,,,,,
13-Mar-22,RM 1,4,844,,,,,,
14-Mar-22,RM 1,10,834,,,,,,
15-Mar-22,RM 1,8,826,,,,,,
16-Mar-22,RM 1,9,817,,,,,,
17-Mar-22,RM 1,17,800,,,,,,
18-Mar-22,RM 1,14,786,,,,,,
19-Mar-22,RM 1,16,770,,,,,,
20-Mar-22,RM 1,6,764,,,,,,
21-Mar-22,RM 1,11,753,,,,,,
22-Mar-22,RM 1,9,744,,,,,,
23-Mar-22,RM 1,14,730,,,,,,
24-Mar-22,RM 1,15,715,,,,,,
25-Mar-22,RM 1,9,706,,,,,,
26-Mar-22,RM 1,0,706,,,,,,
27-Mar-22,RM 1,15,691,,,,,,
