Month,Region,SKU,Quantity,Price,Fitted,Revenue,Percentage Change,Projected Revenue,Projected Demand,
01-Dec-21,South,A,148,33,132,4884,-4,4689,155,
01-Jan-22,South,A,172,35,143,6020,-4,5779,180,
01-Feb-22,South,A,159,42,134,6678,-4,6411,167,
01-Mar-22,South,A,89,48,72,4272,-4,4101,93,
01-Apr-22,South,A,140,36,116,5040,-4,4838,147,
01-May-22,South,A,136,16,116,2176,-4,2089,143,
01-Jun-22,South,A,169,27,150,4563,-4,4380,177,
01-Jul-22,South,A,144,22,127,3168,-4,3041,151,
01-Aug-22,South,A,150,38,122,5700,-4,5472,157,
01-Sep-22,South,A,139,20,120,2780,-4,2669,146,
01-Oct-22,South,A,188,19,164,3572,-4,3429,197,
01-Nov-22,South,A,113,32,92,3616,-4,3471,118,
01-Dec-22,South,A,200,46,174,9200,-4,8832,210,
01-Jan-23,South,A,124,12,102,1488,-4,1428,130,
01-Feb-23,South,A,97,49,87,4753,-4,4563,102,
01-Mar-23,South,A,143,35,116,5005,-4,4805,150,
01-Apr-23,South,A,169,42,142,7098,-4,6814,177,
01-May-23,South,A,166,38,141,6308,-4,6056,174,
01-Jun-23,South,A,121,40,103,4840,-4,4646,127,
01-Jul-23,South,A,131,27,118,3537,-4,3396,137,
01-Aug-23,South,A,200,20,176,4000,-4,3840,210,
01-Sep-23,South,A,197,40,171,7880,-4,7565,206,
01-Oct-23,South,A,76,35,65,2660,-4,2554,80,
01-Nov-23,South,A,196,11,159,2156,-4,2070,205,
01-Dec-23,South,A,153,48,132,7344,-4,7050,160,
01-Jan-24,South,A,117,42,102,4914,-4,4717,123,
01-Feb-24,South,A,138,43,124,5934,-4,5697,145,
01-Mar-24,South,A,196,28,165,5488,-4,5268,205,
01-Apr-24,South,A,101,45,82,4545,-4,4363,106,
01-May-24,South,A,148,31,126,4588,-4,4404,155,
01-Jun-24,South,A,109,36,94,3924,-4,3767,114,
01-Jul-24,South,A,111,49,99,5439,-4,5221,116,
01-Aug-24,South,A,145,29,117,4205,-4,4037,152,
01-Sep-24,South,A,175,49,151,8575,-4,8232,183,
01-Oct-24,South,A,169,15,149,2535,-4,2434,177,
01-Nov-24,South,A,100,16,81,1600,-4,1536,105,
01-Dec-24,South,A,93,34,77,3162,-4,3036,97,
01-Jan-25,South,A,178,10,153,1780,-4,1709,187,
01-Feb-25,South,A,190,48,162,9120,-4,8755,199,
01-Mar-25,South,A,185,24,159,4440,-4,4262,194,
01-Apr-21,South,A,153,48,124,7344,-5,6977,162,
01-May-21,South,A,164,48,146,7872,-5,7478,174,
01-Jun-21,South,A,136,50,112,6800,-5,6460,144,
01-Jul-21,South,A,97,29,79,2813,-5,2672,103,
01-Aug-21,South,A,79,47,64,3713,-5,3527,84,
01-Sep-21,South,A,92,37,80,3404,-5,3234,98,
01-Oct-21,South,A,106,25,93,2650,-5,2518,112,
01-Nov-21,South,A,122,14,100,1708,-5,1623,129,
01-Dec-21,South,A,148,33,132,4884,-5,4640,157,
01-Jan-22,South,A,172,35,143,6020,-5,5719,182,
01-Feb-22,South,A,159,42,134,6678,-5,6344,169,
01-Mar-22,South,A,89,48,72,4272,-5,4058,94,
01-Apr-22,South,A,140,36,116,5040,-5,4788,148,
01-May-22,South,A,136,16,116,2176,-5,2067,144,
01-Jun-22,South,A,169,27,150,4563,-5,4335,179,
01-Jul-22,South,A,144,22,127,3168,-5,3010,153,
01-Aug-22,South,A,150,38,122,5700,-5,5415,159,
01-Sep-22,South,A,139,20,120,2780,-5,2641,147,
01-Oct-22,South,A,188,19,164,3572,-5,3393,199,
01-Nov-22,South,A,113,32,92,3616,-5,3435,120,
01-Dec-22,South,A,200,46,174,9200,-5,8740,212,
01-Jan-23,South,A,124,12,102,1488,-5,1414,131,
01-Feb-23,South,A,97,49,87,4753,-5,4515,103,
01-Mar-23,South,A,143,35,116,5005,-5,4755,152,
01-Apr-23,South,A,169,42,142,7098,-5,6743,179,
01-May-23,South,A,166,38,141,6308,-5,5993,176,
01-Jun-23,South,A,121,40,103,4840,-5,4598,128,
01-Jul-23,South,A,131,27,118,3537,-5,3360,139,
01-Aug-23,South,A,200,20,176,4000,-5,3800,212,
01-Sep-23,South,A,197,40,171,7880,-5,7486,209,
01-Oct-23,South,A,76,35,65,2660,-5,2527,81,
01-Nov-23,South,A,196,11,159,2156,-5,2048,208,
01-Dec-23,South,A,153,48,132,7344,-5,6977,162,
01-Jan-24,South,A,117,42,102,4914,-5,4668,124,
01-Feb-24,South,A,138,43,124,5934,-5,5637,146,
01-Mar-24,South,A,196,28,165,5488,-5,5214,208,
01-Apr-24,South,A,101,45,82,4545,-5,4318,107,
01-May-24,South,A,148,31,126,4588,-5,4359,157,
01-Jun-24,South,A,109,36,94,3924,-5,3728,116,
01-Jul-24,South,A,111,49,99,5439,-5,5167,118,
01-Aug-24,South,A,145,29,117,4205,-5,3995,154,
01-Sep-24,South,A,175,49,151,8575,-5,8146,186,
01-Oct-24,South,A,169,15,149,2535,-5,2408,179,
01-Nov-24,South,A,100,16,81,1600,-5,1520,106,
01-Dec-24,South,A,93,34,77,3162,-5,3004,99,
01-Jan-25,South,A,178,10,153,1780,-5,1691,189,
01-Feb-25,South,A,190,48,162,9120,-5,8664,201,
01-Mar-25,South,A,185,24,159,4440,-5,4218,196,
01-Apr-21,North,A,74,48,64,3552,2,3623,72,
01-May-21,North,A,191,48,168,9168,2,9351,186,
01-Jun-21,North,A,134,50,110,6700,2,6834,131,
01-Jul-21,North,A,158,29,130,4582,2,4674,154,
01-Aug-21,North,A,172,47,144,8084,2,8246,168,
01-Sep-21,North,A,81,37,68,2997,2,3057,79,
01-Oct-21,North,A,188,25,169,4700,2,4794,183,
01-Nov-21,North,A,94,14,82,1316,2,1342,92,
01-Dec-21,North,A,145,33,122,4785,2,4881,142,
01-Jan-22,North,A,50,35,42,1750,2,1785,49,
01-Feb-22,North,A,174,42,141,7308,2,7454,170,
01-Mar-22,North,A,148,48,132,7104,2,7246,144,
01-Apr-22,North,A,60,36,54,2160,2,2203,59,
01-May-22,North,A,181,16,150,2896,2,2954,177,
01-Jun-22,North,A,95,27,86,2565,2,2616,93,
01-Jul-22,North,A,189,22,161,4158,2,4241,184,
01-Aug-22,North,A,114,38,96,4332,2,4419,111,
01-Sep-22,North,A,194,20,157,3880,2,3958,189,
01-Oct-22,North,A,64,19,52,1216,2,1240,62,
01-Nov-22,North,A,120,32,103,3840,2,3917,117,
01-Dec-22,North,A,167,46,140,7682,2,7836,163,
01-Jan-23,North,A,130,12,108,1560,2,1591,127,
01-Feb-23,North,A,87,49,77,4263,2,4348,85,
01-Mar-23,North,A,74,35,67,2590,2,2642,72,
01-Apr-23,North,A,112,42,93,4704,2,4798,109,
01-May-23,North,A,87,38,77,3306,2,3372,85,
01-Jun-23,North,A,95,40,86,3800,2,3876,93,
01-Jul-23,North,A,180,27,158,4860,2,4957,176,
01-Aug-23,North,A,171,20,140,3420,2,3488,167,
01-Sep-23,North,A,179,40,159,7160,2,7303,175,
01-Oct-23,North,A,102,35,87,3570,2,3641,100,
01-Nov-23,North,A,131,11,110,1441,2,1470,128,
01-Dec-23,North,A,119,48,106,5712,2,5826,116,
01-Jan-24,North,A,145,42,122,6090,2,6212,142,
01-Feb-24,North,A,156,43,126,6708,2,6842,152,
01-Mar-24,North,A,194,28,169,5432,2,5541,189,
01-Apr-24,North,A,79,45,68,3555,2,3626,77,
01-May-24,North,A,168,31,141,5208,2,5312,164,
01-Jun-24,North,A,156,36,129,5616,2,5728,152,
01-Jul-24,North,A,171,49,139,8379,2,8547,167,
01-Aug-24,North,A,187,29,153,5423,2,5531,183,
01-Sep-24,North,A,185,49,163,9065,2,9246,181,
01-Oct-24,North,A,134,15,109,2010,2,2050,131,
01-Nov-24,North,A,195,16,166,3120,2,3182,190,
01-Dec-24,North,A,73,34,59,2482,2,2532,71,
01-Jan-25,North,A,171,10,152,1710,2,1744,167,
01-Feb-25,North,A,74,48,61,3552,2,3623,72,
01-Mar-25,North,A,96,24,78,2304,2,2350,94,
01-Apr-21,North,A,74,48,64,3552,3,3659,71,
01-May-21,North,A,191,48,168,9168,3,9443,184,
01-Jun-21,North,A,134,50,110,6700,3,6901,129,
01-Jul-21,North,A,158,29,130,4582,3,4719,152,
01-Aug-21,North,A,172,47,144,8084,3,8327,166,
01-Sep-21,North,A,81,37,68,2997,3,3087,78,
01-Oct-21,North,A,188,25,169,4700,3,4841,181,
01-Nov-21,North,A,94,14,82,1316,3,1355,91,
01-Dec-21,North,A,145,33,122,4785,3,4929,140,
01-Jan-22,North,A,50,35,42,1750,3,1803,48,
01-Feb-22,North,A,174,42,141,7308,3,7527,168,
01-Mar-22,North,A,148,48,132,7104,3,7317,143,
01-Apr-22,North,A,60,36,54,2160,3,2225,58,
01-May-22,North,A,181,16,150,2896,3,2983,174,
01-Jun-22,North,A,95,27,86,2565,3,2642,92,
01-Jul-22,North,A,189,22,161,4158,3,4283,182,
01-Aug-22,North,A,114,38,96,4332,3,4462,110,
01-Sep-22,North,A,194,20,157,3880,3,3996,187,
01-Oct-22,North,A,64,19,52,1216,3,1252,62,
01-Nov-22,North,A,120,32,103,3840,3,3955,116,
01-Dec-22,North,A,167,46,140,7682,3,7912,161,
01-Jan-23,North,A,130,12,108,1560,3,1607,125,
01-Feb-23,North,A,87,49,77,4263,3,4391,84,
01-Mar-23,North,A,74,35,67,2590,3,2668,71,
01-Apr-23,North,A,112,42,93,4704,3,4845,108,
01-May-23,North,A,87,38,77,3306,3,3405,84,
01-Jun-23,North,A,95,40,86,3800,3,3914,92,
01-Jul-23,North,A,180,27,158,4860,3,5006,174,
01-Aug-23,North,A,171,20,140,3420,3,3523,165,
01-Sep-23,North,A,179,40,159,7160,3,7375,173,
01-Oct-23,North,A,102,35,87,3570,3,3677,98,
01-Nov-23,North,A,131,11,110,1441,3,1484,126,
01-Dec-23,North,A,119,48,106,5712,3,5883,115,
01-Jan-24,North,A,145,42,122,6090,3,6273,140,
01-Feb-24,North,A,156,43,126,6708,3,6909,150,
01-Mar-24,North,A,194,28,169,5432,3,5595,187,
01-Apr-24,North,A,79,45,68,3555,3,3662,76,
01-May-24,North,A,168,31,141,5208,3,5364,162,
01-Jun-24,North,A,156,36,129,5616,3,5784,150,
01-Jul-24,North,A,171,49,139,8379,3,8630,165,
01-Aug-24,North,A,187,29,153,5423,3,5586,180,
01-Sep-24,North,A,185,49,163,9065,3,9337,178,
01-Oct-24,North,A,134,15,109,2010,3,2070,129,
01-Nov-24,North,A,195,16,166,3120,3,3214,188,
01-Dec-24,North,A,73,34,59,2482,3,2556,70,
01-Jan-25,North,A,171,10,152,1710,3,1761,165,
01-Feb-25,North,A,74,48,61,3552,3,3659,71,
01-Mar-25,North,A,96,24,78,2304,3,2373,93,
01-Apr-21,North,A,74,48,64,3552,4,3694,70,
01-May-21,North,A,191,48,168,9168,4,9535,182,
01-Jun-21,North,A,134,50,110,6700,4,6968,128,
01-Jul-21,North,A,158,29,130,4582,4,4765,150,
01-Aug-21,North,A,172,47,144,8084,4,8407,164,
01-Sep-21,North,A,81,37,68,2997,4,3117,77,
01-Oct-21,North,A,188,25,169,4700,4,4888,179,
01-Nov-21,North,A,94,14,82,1316,4,1369,89,
01-Dec-21,North,A,145,33,122,4785,4,4976,138,
01-Jan-22,North,A,50,35,42,1750,4,1820,48,
01-Feb-22,North,A,174,42,141,7308,4,7600,166,
01-Mar-22,North,A,148,48,132,7104,4,7388,141,
01-Apr-22,North,A,60,36,54,2160,4,2246,57,
01-May-22,North,A,181,16,150,2896,4,3012,172,
01-Jun-22,North,A,95,27,86,2565,4,2668,90,
01-Jul-22,North,A,189,22,161,4158,4,4324,180,
01-Aug-22,North,A,114,38,96,4332,4,4505,109,
01-Sep-22,North,A,194,20,157,3880,4,4035,185,
01-Oct-22,North,A,64,19,52,1216,4,1265,61,
01-Nov-22,North,A,120,32,103,3840,4,3994,114,
01-Dec-22,North,A,167,46,140,7682,4,7989,159,
01-Jan-23,North,A,130,12,108,1560,4,1622,124,
01-Feb-23,North,A,87,49,77,4263,4,4434,83,
01-Mar-23,North,A,74,35,67,2590,4,2694,70,
01-Apr-23,North,A,112,42,93,4704,4,4892,107,
01-May-23,North,A,87,38,77,3306,4,3438,83,
01-Jun-23,North,A,95,40,86,3800,4,3952,90,
01-Jul-23,North,A,180,27,158,4860,4,5054,171,
01-Aug-23,North,A,171,20,140,3420,4,3557,163,
01-Sep-23,North,A,179,40,159,7160,4,7446,170,
01-Oct-23,North,A,102,35,87,3570,4,3713,97,
01-Nov-23,North,A,131,11,110,1441,4,1499,125,
01-Dec-23,North,A,119,48,106,5712,4,5940,113,
01-Jan-24,North,A,145,42,122,6090,4,6334,138,
01-Feb-24,North,A,156,43,126,6708,4,6976,149,
01-Mar-24,North,A,194,28,169,5432,4,5649,185,
01-Apr-24,North,A,79,45,68,3555,4,3697,75,
01-May-24,North,A,168,31,141,5208,4,5416,160,
01-Jun-24,North,A,156,36,129,5616,4,5841,149,
01-Jul-24,North,A,171,49,139,8379,4,8714,163,
01-Aug-24,North,A,187,29,153,5423,4,5640,178,
01-Sep-24,North,A,185,49,163,9065,4,9428,176,
01-Oct-24,North,A,134,15,109,2010,4,2090,128,
01-Nov-24,North,A,195,16,166,3120,4,3245,186,
01-Dec-24,North,A,73,34,59,2482,4,2581,69,
01-Jan-25,North,A,171,10,152,1710,4,1778,163,
01-Feb-25,North,A,74,48,61,3552,4,3694,70,
01-Mar-25,North,A,96,24,78,2304,4,2396,91,
01-Apr-21,North,A,74,48,64,3552,5,3730,70,
01-May-21,North,A,191,48,168,9168,5,9626,180,
01-Jun-21,North,A,134,50,110,6700,5,7035,126,
01-Jul-21,North,A,158,29,130,4582,5,4811,149,
01-Aug-21,North,A,172,47,144,8084,5,8488,162,
01-Sep-21,North,A,81,37,68,2997,5,3147,76,
01-Oct-21,North,A,188,25,169,4700,5,4935,177,
01-Nov-21,North,A,94,14,82,1316,5,1382,88,
01-Dec-21,North,A,145,33,122,4785,5,5024,136,
01-Jan-22,North,A,50,35,42,1750,5,1838,47,
01-Feb-22,North,A,174,42,141,7308,5,7673,164,
01-Mar-22,North,A,148,48,132,7104,5,7459,139,
01-Apr-22,North,A,60,36,54,2160,5,2268,56,
01-May-22,North,A,181,16,150,2896,5,3041,170,
01-Jun-22,North,A,95,27,86,2565,5,2693,89,
01-Jul-22,North,A,189,22,161,4158,5,4366,178,
01-Aug-22,North,A,114,38,96,4332,5,4549,107,
01-Sep-22,North,A,194,20,157,3880,5,4074,182,
01-Oct-22,North,A,64,19,52,1216,5,1277,60,
01-Nov-22,North,A,120,32,103,3840,5,4032,113,
01-Dec-22,North,A,167,46,140,7682,5,8066,157,
01-Jan-23,North,A,130,12,108,1560,5,1638,122,
01-Feb-23,North,A,87,49,77,4263,5,4476,82,
01-Mar-23,North,A,74,35,67,2590,5,2720,70,
01-Apr-23,North,A,112,42,93,4704,5,4939,105,
01-May-23,North,A,87,38,77,3306,5,3471,82,
01-Jun-23,North,A,95,40,86,3800,5,3990,89,
01-Jul-23,North,A,180,27,158,4860,5,5103,169,
01-Aug-23,North,A,171,20,140,3420,5,3591,161,
01-Sep-23,North,A,179,40,159,7160,5,7518,168,
01-Oct-23,North,A,102,35,87,3570,5,3749,96,
01-Nov-23,North,A,131,11,110,1441,5,1513,123,
01-Dec-23,North,A,119,48,106,5712,5,5998,112,
01-Jan-24,North,A,145,42,122,6090,5,6395,136,
01-Feb-24,North,A,156,43,126,6708,5,7043,147,
01-Mar-24,North,A,194,28,169,5432,5,5704,182,
01-Apr-24,North,A,79,45,68,3555,5,3733,74,
01-May-24,North,A,168,31,141,5208,5,5468,158,
01-Jun-24,North,A,156,36,129,5616,5,5897,147,
01-Jul-24,North,A,171,49,139,8379,5,8798,161,
01-Aug-24,North,A,187,29,153,5423,5,5694,176,
01-Sep-24,North,A,185,49,163,9065,5,9518,174,
01-Oct-24,North,A,134,15,109,2010,5,2111,126,
01-Nov-24,North,A,195,16,166,3120,5,3276,183,
01-Dec-24,North,A,73,34,59,2482,5,2606,69,
01-Jan-25,North,A,171,10,152,1710,5,1796,161,
01-Feb-25,North,A,74,48,61,3552,5,3730,70,
01-Mar-25,North,A,96,24,78,2304,5,2419,90,
01-Apr-21,North,A,74,48,64,3552,-2,3481,76,
01-May-21,North,A,191,48,168,9168,-2,8985,196,
01-Jun-21,North,A,134,50,110,6700,-2,6566,137,
01-Jul-21,North,A,158,29,130,4582,-2,4490,162,
01-Aug-21,North,A,172,47,144,8084,-2,7922,176,
01-Sep-21,North,A,81,37,68,2997,-2,2937,83,
01-Oct-21,North,A,188,25,169,4700,-2,4606,193,
01-Nov-21,North,A,94,14,82,1316,-2,1290,96,
01-Dec-21,North,A,145,33,122,4785,-2,4689,148,
01-Jan-22,North,A,50,35,42,1750,-2,1715,51,
01-Feb-22,North,A,174,42,141,7308,-2,7162,178,
01-Mar-22,North,A,148,48,132,7104,-2,6962,152,
01-Apr-22,North,A,60,36,54,2160,-2,2117,61,
01-May-22,North,A,181,16,150,2896,-2,2838,185,
01-Jun-22,North,A,95,27,86,2565,-2,2514,97,
01-Jul-22,North,A,189,22,161,4158,-2,4075,194,
01-Aug-22,North,A,114,38,96,4332,-2,4245,117,
01-Sep-22,North,A,194,20,157,3880,-2,3802,199,
01-Oct-22,North,A,64,19,52,1216,-2,1192,66,
01-Nov-22,North,A,120,32,103,3840,-2,3763,123,
01-Dec-22,North,A,167,46,140,7682,-2,7528,171,
01-Jan-23,North,A,130,12,108,1560,-2,1529,133,
01-Feb-23,North,A,87,49,77,4263,-2,4178,89,
01-Mar-23,North,A,74,35,67,2590,-2,2538,76,
01-Apr-23,North,A,112,42,93,4704,-2,4610,115,
01-May-23,North,A,87,38,77,3306,-2,3240,89,
01-Jun-23,North,A,95,40,86,3800,-2,3724,97,
01-Jul-23,North,A,180,27,158,4860,-2,4763,184,
01-Aug-23,North,A,171,20,140,3420,-2,3352,175,
01-Sep-23,North,A,179,40,159,7160,-2,7017,183,
01-Oct-23,North,A,102,35,87,3570,-2,3499,104,
01-Nov-23,North,A,131,11,110,1441,-2,1412,134,
01-Dec-23,North,A,119,48,106,5712,-2,5598,122,
01-Jan-24,North,A,145,42,122,6090,-2,5968,148,
01-Feb-24,North,A,156,43,126,6708,-2,6574,160,
01-Mar-24,North,A,194,28,169,5432,-2,5323,199,
01-Apr-24,North,A,79,45,68,3555,-2,3484,81,
01-May-24,North,A,168,31,141,5208,-2,5104,172,
01-Jun-24,North,A,156,36,129,5616,-2,5504,160,
01-Jul-24,North,A,171,49,139,8379,-2,8211,175,
01-Aug-24,North,A,187,29,153,5423,-2,5315,191,
01-Sep-24,North,A,185,49,163,9065,-2,8884,189,
01-Oct-24,North,A,134,15,109,2010,-2,1970,137,
01-Nov-24,North,A,195,16,166,3120,-2,3058,200,
01-Dec-24,North,A,73,34,59,2482,-2,2432,75,
01-Jan-25,North,A,171,10,152,1710,-2,1676,175,
01-Feb-25,North,A,74,48,61,3552,-2,3481,76,
01-Mar-25,North,A,96,24,78,2304,-2,2258,98,
01-Apr-21,North,A,74,48,64,3552,-3,3445,77,
01-May-21,North,A,191,48,168,9168,-3,8893,198,
01-Jun-21,North,A,134,50,110,6700,-3,6499,139,
01-Jul-21,North,A,158,29,130,4582,-3,4445,164,
01-Aug-21,North,A,172,47,144,8084,-3,7841,179,
01-Sep-21,North,A,81,37,68,2997,-3,2907,84,
01-Oct-21,North,A,188,25,169,4700,-3,4559,195,
01-Nov-21,North,A,94,14,82,1316,-3,1277,98,
01-Dec-21,North,A,145,33,122,4785,-3,4641,151,
01-Jan-22,North,A,50,35,42,1750,-3,1698,52,
01-Feb-22,North,A,174,42,141,7308,-3,7089,181,
01-Mar-22,North,A,148,48,132,7104,-3,6891,154,
01-Apr-22,North,A,60,36,54,2160,-3,2095,62,
01-May-22,North,A,181,16,150,2896,-3,2809,188,
01-Jun-22,North,A,95,27,86,2565,-3,2488,99,
01-Jul-22,North,A,189,22,161,4158,-3,4033,196,
01-Aug-22,North,A,114,38,96,4332,-3,4202,118,
01-Sep-22,North,A,194,20,157,3880,-3,3764,201,
01-Oct-22,North,A,64,19,52,1216,-3,1180,66,
01-Nov-22,North,A,120,32,103,3840,-3,3725,125,
01-Dec-22,North,A,167,46,140,7682,-3,7452,173,
01-Jan-23,North,A,130,12,108,1560,-3,1513,135,
01-Feb-23,North,A,87,49,77,4263,-3,4135,90,
01-Mar-23,North,A,74,35,67,2590,-3,2512,77,
01-Apr-23,North,A,112,42,93,4704,-3,4563,116,
01-May-23,North,A,87,38,77,3306,-3,3207,90,
01-Jun-23,North,A,95,40,86,3800,-3,3686,99,
01-Jul-23,North,A,180,27,158,4860,-3,4714,187,
01-Aug-23,North,A,171,20,140,3420,-3,3317,177,
01-Sep-23,North,A,179,40,159,7160,-3,6945,186,
01-Oct-23,North,A,102,35,87,3570,-3,3463,106,
01-Nov-23,North,A,131,11,110,1441,-3,1398,136,
01-Dec-23,North,A,119,48,106,5712,-3,5541,124,
01-Jan-24,North,A,145,42,122,6090,-3,5907,151,
01-Feb-24,North,A,156,43,126,6708,-3,6507,162,
01-Mar-24,North,A,194,28,169,5432,-3,5269,201,
01-Apr-24,North,A,79,45,68,3555,-3,3448,82,
01-May-24,North,A,168,31,141,5208,-3,5052,174,
01-Jun-24,North,A,156,36,129,5616,-3,5448,162,
01-Jul-24,North,A,171,49,139,8379,-3,8128,177,
01-Aug-24,North,A,187,29,153,5423,-3,5260,194,
01-Sep-24,North,A,185,49,163,9065,-3,8793,192,
01-Oct-24,North,A,134,15,109,2010,-3,1950,139,
01-Nov-24,North,A,195,16,166,3120,-3,3026,202,
01-Dec-24,North,A,73,34,59,2482,-3,2408,76,
01-Jan-25,North,A,171,10,152,1710,-3,1659,177,
01-Feb-25,North,A,74,48,61,3552,-3,3445,77,
01-Mar-25,North,A,96,24,78,2304,-3,2235,100,
01-Apr-21,North,A,74,48,64,3552,-4,3410,78,
01-May-21,North,A,191,48,168,9168,-4,8801,200,
01-Jun-21,North,A,134,50,110,6700,-4,6432,140,
01-Jul-21,North,A,158,29,130,4582,-4,4399,166,
01-Aug-21,North,A,172,47,144,8084,-4,7761,180,
01-Sep-21,North,A,81,37,68,2997,-4,2877,85,
01-Oct-21,North,A,188,25,169,4700,-4,4512,197,
01-Nov-21,North,A,94,14,82,1316,-4,1263,99,
01-Dec-21,North,A,145,33,122,4785,-4,4594,152,
01-Jan-22,North,A,50,35,42,1750,-4,1680,52,
01-Feb-22,North,A,174,42,141,7308,-4,7016,182,
01-Mar-22,North,A,148,48,132,7104,-4,6820,155,
01-Apr-22,North,A,60,36,54,2160,-4,2074,63,
01-May-22,North,A,181,16,150,2896,-4,2780,190,
01-Jun-22,North,A,95,27,86,2565,-4,2462,100,
01-Jul-22,North,A,189,22,161,4158,-4,3992,198,
01-Aug-22,North,A,114,38,96,4332,-4,4159,119,
01-Sep-22,North,A,194,20,157,3880,-4,3725,203,
01-Oct-22,North,A,64,19,52,1216,-4,1167,67,
01-Nov-22,North,A,120,32,103,3840,-4,3686,126,
01-Dec-22,North,A,167,46,140,7682,-4,7375,175,
01-Jan-23,North,A,130,12,108,1560,-4,1498,136,
01-Feb-23,North,A,87,49,77,4263,-4,4092,91,
01-Mar-23,North,A,74,35,67,2590,-4,2486,78,
01-Apr-23,North,A,112,42,93,4704,-4,4516,117,
01-May-23,North,A,87,38,77,3306,-4,3174,91,
01-Jun-23,North,A,95,40,86,3800,-4,3648,100,
01-Jul-23,North,A,180,27,158,4860,-4,4666,189,
01-Aug-23,North,A,171,20,140,3420,-4,3283,179,
01-Sep-23,North,A,179,40,159,7160,-4,6874,188,
01-Oct-23,North,A,102,35,87,3570,-4,3427,107,
01-Nov-23,North,A,131,11,110,1441,-4,1383,137,
01-Dec-23,North,A,119,48,106,5712,-4,5484,125,
01-Jan-24,North,A,145,42,122,6090,-4,5846,152,
01-Feb-24,North,A,156,43,126,6708,-4,6440,163,
01-Mar-24,North,A,194,28,169,5432,-4,5215,203,
01-Apr-24,North,A,79,45,68,3555,-4,3413,83,
01-May-24,North,A,168,31,141,5208,-4,5000,176,
01-Jun-24,North,A,156,36,129,5616,-4,5391,163,
01-Jul-24,North,A,171,49,139,8379,-4,8044,179,
01-Aug-24,North,A,187,29,153,5423,-4,5206,196,
01-Sep-24,North,A,185,49,163,9065,-4,8702,194,
01-Oct-24,North,A,134,15,109,2010,-4,1930,140,
01-Nov-24,North,A,195,16,166,3120,-4,2995,204,
01-Dec-24,North,A,73,34,59,2482,-4,2383,77,
01-Jan-25,North,A,171,10,152,1710,-4,1642,179,
01-Feb-25,North,A,74,48,61,3552,-4,3410,78,
01-Mar-25,North,A,96,24,78,2304,-4,2212,101,
01-Apr-21,North,A,74,48,64,3552,-5,3374,78,
01-May-21,North,A,191,48,168,9168,-5,8710,202,
01-Jun-21,North,A,134,50,110,6700,-5,6365,142,
01-Jul-21,North,A,158,29,130,4582,-5,4353,167,
01-Aug-21,North,A,172,47,144,8084,-5,7680,182,
01-Sep-21,North,A,81,37,68,2997,-5,2847,86,
01-Oct-21,North,A,188,25,169,4700,-5,4465,199,
01-Nov-21,North,A,94,14,82,1316,-5,1250,100,
01-Dec-21,North,A,145,33,122,4785,-5,4546,154,
01-Jan-22,North,A,50,35,42,1750,-5,1663,53,
01-Feb-22,North,A,174,42,141,7308,-5,6943,184,
01-Mar-22,North,A,148,48,132,7104,-5,6749,157,
01-Apr-22,North,A,60,36,54,2160,-5,2052,64,
01-May-22,North,A,181,16,150,2896,-5,2751,192,
01-Jun-22,North,A,95,27,86,2565,-5,2437,101,
01-Jul-22,North,A,189,22,161,4158,-5,3950,200,
01-Aug-22,North,A,114,38,96,4332,-5,4115,121,
01-Sep-22,North,A,194,20,157,3880,-5,3686,206,
01-Oct-22,North,A,64,19,52,1216,-5,1155,68,
01-Nov-22,North,A,120,32,103,3840,-5,3648,127,
01-Dec-22,North,A,167,46,140,7682,-5,7298,177,
01-Jan-23,North,A,130,12,108,1560,-5,1482,138,
01-Feb-23,North,A,87,49,77,4263,-5,4050,92,
01-Mar-23,North,A,74,35,67,2590,-5,2461,78,
01-Apr-23,North,A,112,42,93,4704,-5,4469,119,
01-May-23,North,A,87,38,77,3306,-5,3141,92,
01-Jun-23,North,A,95,40,86,3800,-5,3610,101,
01-Jul-23,North,A,180,27,158,4860,-5,4617,191,
01-Aug-23,North,A,171,20,140,3420,-5,3249,181,
01-Sep-23,North,A,179,40,159,7160,-5,6802,190,
01-Oct-23,North,A,102,35,87,3570,-5,3392,108,
01-Nov-23,North,A,131,11,110,1441,-5,1369,139,
01-Dec-23,North,A,119,48,106,5712,-5,5426,126,
01-Jan-24,North,A,145,42,122,6090,-5,5786,154,
01-Feb-24,North,A,156,43,126,6708,-5,6373,165,
01-Mar-24,North,A,194,28,169,5432,-5,5160,206,
01-Apr-24,North,A,79,45,68,3555,-5,3377,84,
01-May-24,North,A,168,31,141,5208,-5,4948,178,
01-Jun-24,North,A,156,36,129,5616,-5,5335,165,
01-Jul-24,North,A,171,49,139,8379,-5,7960,181,
01-Aug-24,North,A,187,29,153,5423,-5,5152,198,
01-Sep-24,North,A,185,49,163,9065,-5,8612,196,
01-Oct-24,North,A,134,15,109,2010,-5,1910,142,
01-Nov-24,North,A,195,16,166,3120,-5,2964,207,
01-Dec-24,North,A,73,34,59,2482,-5,2358,77,
01-Jan-25,North,A,171,10,152,1710,-5,1625,181,
01-Feb-25,North,A,74,48,61,3552,-5,3374,78,
01-Mar-25,North,A,96,24,78,2304,-5,2189,102,
01-Apr-21,West,B,258,49,227,12642,2,12895,252,
01-May-21,West,B,273,28,221,7644,2,7797,266,
