Container ID,Date of Arrival,Size,Gate-In Time,Gate-Out Time,Days in Yard,Yard Location,Importer Name,Cargo Type
CNT103990,6/16/2024,FEU,6/16/2024 15:00,54:10.6,10,Yard B,Importer 5,Hazardous
CNT103991,6/1/2024,FEU,6/1/2024 9:00,59:53.2,2,Yard A,Importer 4,General
CNT103992,6/13/2024,FEU,6/13/2024 4:00,42:38.1,3,Yard B,Importer 9,Tank_Hazardous
CNT103993,6/23/2024,FEU,6/23/2024 21:00,48:48.7,1,Yard A,Importer 5,General
CNT103994,6/21/2024,TEU,6/21/2024 15:00,46:14.0,10,Yard A,Importer 2,Reeler
CNT103995,6/21/2024,FEU,6/21/2024 6:00,59:34.0,6,Yard B,Importer 7,Tank
CNT103996,6/30/2024,FEU,6/30/2024 14:00,31:46.8,5,Yard C,Importer 9,Tank
CNT103997,6/13/2024,FEU,6/13/2024 12:00,57:53.5,12,Yard B,Importer 1,Hazardous
CNT103998,6/2/2024,TEU,6/2/2024 16:00,27:29.9,10,Yard C,Importer 6,Hazardous
CNT103999,6/4/2024,FEU,6/4/2024 17:00,13:54.8,2,Yard C,Importer 8,Tank_Hazardous
CNT104000,6/28/2024,FEU,6/28/2024 17:00,09:36.9,12,Yard B,Importer 3,Hazardous
CNT104001,6/6/2024,FEU,6/6/2024 16:00,24:50.2,2,Yard B,Importer 4,Tank_Hazardous
CNT104002,6/26/2024,TEU,6/26/2024 2:00,13:01.2,10,Yard C,Importer 4,Hazardous
CNT104003,6/27/2024,FEU,6/27/2024 11:00,46:05.8,1,Yard B,Importer 6,General
CNT104004,6/23/2024,FEU,6/23/2024 5:00,22:42.0,12,Yard B,Importer 9,Hazardous
CNT104005,6/27/2024,TEU,6/27/2024 11:00,39:29.3,2,Yard A,Importer 9,Tank_Hazardous
CNT104006,6/5/2024,FEU,6/5/2024 10:00,17:27.4,5,Yard C,Importer 9,Tank
CNT104007,6/25/2024,TEU,6/25/2024 8:00,39:08.2,4,Yard A,Importer 8,Tank
CNT104008,6/3/2024,FEU,6/3/2024 18:00,35:03.6,1,Yard B,Importer 6,General
CNT104009,6/1/2024,FEU,6/1/2024 18:00,20:24.8,5,Yard B,Importer 3,Tank
CNT104010,6/4/2024,TEU,6/4/2024 1:00,34:37.4,6,Yard A,Importer 6,Tank
CNT104011,6/25/2024,TEU,6/25/2024 12:00,27:09.4,2,Yard A,Importer 6,Tank_Hazardous
CNT104012,6/20/2024,FEU,6/20/2024 17:00,28:26.8,7,Yard B,Importer 4,Tank
CNT104013,6/2/2024,TEU,6/2/2024 22:00,06:15.1,12,Yard C,Importer 10,Reeler
CNT104014,6/26/2024,TEU,6/26/2024 3:00,22:58.7,2,Yard A,Importer 4,General
CNT104015,6/30/2024,FEU,6/30/2024 21:00,53:33.1,13,Yard C,Importer 7,Reeler
CNT104016,6/30/2024,TEU,6/30/2024 23:00,14:45.7,7,Yard B,Importer 2,Tank
CNT104017,6/5/2024,TEU,6/5/2024 13:00,53:28.0,5,Yard C,Importer 2,Tank
CNT104018,6/3/2024,FEU,6/3/2024 13:00,32:21.8,2,Yard C,Importer 9,Tank_Hazardous
CNT104019,6/29/2024,TEU,6/29/2024 4:00,14:23.4,12,Yard B,Importer 4,Reeler
CNT104020,6/28/2024,TEU,6/28/2024 18:00,22:43.3,8,Yard B,Importer 3,Hazardous
CNT104021,6/29/2024,FEU,6/29/2024 1:00,00:00.0,1,Yard B,Importer 2,General
CNT104022,6/9/2024,FEU,6/9/2024 15:00,54:15.2,1,Yard C,Importer 8,General
CNT104023,6/20/2024,FEU,6/20/2024 5:00,16:10.6,10,Yard A,Importer 1,Reeler
CNT104024,6/6/2024,FEU,6/6/2024 10:00,51:51.5,8,Yard B,Importer 1,Reeler
CNT104025,6/18/2024,FEU,6/18/2024 11:00,40:03.7,3,Yard B,Importer 5,General
CNT104026,6/6/2024,TEU,6/6/2024 23:00,35:50.9,2,Yard A,Importer 8,Tank_Hazardous
CNT104027,6/19/2024,TEU,6/19/2024 12:00,58:17.2,10,Yard B,Importer 10,Reeler
CNT104028,6/28/2024,TEU,6/28/2024 9:00,45:09.2,8,Yard B,Importer 4,Reeler
CNT104029,6/12/2024,TEU,6/12/2024 13:00,20:15.9,6,Yard A,Importer 8,Tank
CNT104030,6/25/2024,FEU,6/25/2024 3:00,37:45.6,2,Yard C,Importer 9,Tank_Hazardous
CNT104031,6/11/2024,FEU,6/11/2024 1:00,07:51.5,2,Yard C,Importer 1,Tank_Hazardous
CNT104032,6/2/2024,TEU,6/2/2024 18:00,29:17.2,1,Yard C,Importer 5,General
CNT104033,6/15/2024,FEU,6/15/2024 18:00,34:02.3,12,Yard B,Importer 6,Reeler
CNT104034,6/12/2024,TEU,6/12/2024 14:00,59:52.3,2,Yard A,Importer 7,General
CNT104035,6/12/2024,TEU,6/12/2024 8:00,10:40.5,4,Yard C,Importer 10,Reeler_Hazardous
CNT104036,6/9/2024,FEU,6/9/2024 3:00,48:30.1,2,Yard A,Importer 9,General
CNT104037,6/21/2024,TEU,6/21/2024 21:00,37:52.3,2,Yard C,Importer 3,General
CNT104038,6/24/2024,TEU,6/24/2024 12:00,59:46.3,2,Yard C,Importer 3,Tank_Hazardous
CNT104039,6/2/2024,TEU,6/2/2024 8:00,25:31.9,6,Yard B,Importer 8,Tank
CNT104040,6/22/2024,TEU,6/22/2024 11:00,34:09.1,2,Yard C,Importer 2,General
CNT104041,6/3/2024,FEU,6/3/2024 13:00,21:41.1,7,Yard C,Importer 10,Tank
CNT104042,6/12/2024,FEU,6/12/2024 23:00,16:13.9,9,Yard A,Importer 6,Hazardous
CNT104043,6/28/2024,TEU,6/28/2024 11:00,30:16.5,2,Yard B,Importer 5,General
CNT104044,6/30/2024,TEU,6/30/2024 21:00,15:35.4,2,Yard B,Importer 2,Tank_Hazardous
CNT104045,6/26/2024,FEU,6/26/2024 12:00,44:45.1,4,Yard C,Importer 2,Reeler_Hazardous
CNT104046,6/16/2024,FEU,6/16/2024 17:00,13:12.8,2,Yard B,Importer 1,Tank_Hazardous
CNT104047,6/21/2024,TEU,6/21/2024 4:00,25:47.3,2,Yard A,Importer 2,Tank_Hazardous
CNT104048,6/28/2024,TEU,6/28/2024 18:00,29:25.2,5,Yard B,Importer 2,Tank
CNT104049,6/24/2024,FEU,6/24/2024 2:00,59:12.6,7,Yard C,Importer 6,Hazardous
CNT104050,6/26/2024,FEU,6/26/2024 16:00,14:30.6,4,Yard B,Importer 2,Reeler_Hazardous
CNT104051,6/30/2024,TEU,6/30/2024 19:00,48:58.9,12,Yard B,Importer 3,Hazardous
CNT104052,6/1/2024,FEU,6/1/2024 6:00,03:34.7,6,Yard C,Importer 4,Tank
CNT104053,6/21/2024,TEU,6/21/2024 2:00,37:00.9,5,Yard B,Importer 10,Reeler_Hazardous
CNT104054,6/3/2024,TEU,6/3/2024 6:00,53:36.5,10,Yard B,Importer 3,Hazardous
CNT104055,6/20/2024,TEU,6/20/2024 5:00,05:45.5,2,Yard C,Importer 1,General
CNT104056,6/2/2024,FEU,6/2/2024 13:00,35:53.1,4,Yard C,Importer 3,Reeler_Hazardous
CNT104057,6/9/2024,TEU,6/9/2024 0:00,12:51.0,3,Yard A,Importer 10,General
CNT104058,6/19/2024,TEU,6/19/2024 13:00,04:03.5,13,Yard C,Importer 9,Hazardous
CNT104059,6/15/2024,TEU,6/15/2024 20:00,12:22.7,11,Yard C,Importer 6,Reeler
CNT104060,6/18/2024,FEU,6/18/2024 21:00,10:37.2,1,Yard B,Importer 3,General
CNT104061,6/26/2024,TEU,6/26/2024 10:00,59:20.6,9,Yard C,Importer 2,Reeler
CNT104062,6/11/2024,TEU,6/11/2024 8:00,04:55.9,9,Yard B,Importer 9,Reeler
CNT104063,6/25/2024,TEU,6/25/2024 9:00,50:54.1,2,Yard C,Importer 6,Tank_Hazardous
CNT104064,6/23/2024,FEU,6/23/2024 21:00,06:25.6,5,Yard A,Importer 10,Reeler_Hazardous
CNT104065,6/16/2024,TEU,6/16/2024 10:00,42:53.4,13,Yard A,Importer 2,Hazardous
CNT104066,6/22/2024,TEU,6/22/2024 23:00,17:54.7,5,Yard B,Importer 9,Tank
CNT104067,6/17/2024,TEU,6/17/2024 17:00,16:24.2,11,Yard B,Importer 6,Reeler
CNT104068,6/5/2024,FEU,6/5/2024 16:00,02:09.4,2,Yard B,Importer 10,General
CNT104069,6/12/2024,TEU,6/12/2024 13:00,42:19.7,1,Yard A,Importer 2,General
CNT104070,6/11/2024,FEU,6/11/2024 16:00,48:31.7,2,Yard A,Importer 7,Tank_Hazardous
CNT104071,6/30/2024,FEU,6/30/2024 6:00,19:43.5,2,Yard C,Importer 10,Tank_Hazardous
CNT104072,6/15/2024,FEU,6/15/2024 7:00,06:07.7,10,Yard C,Importer 10,Hazardous
CNT104073,6/27/2024,TEU,6/27/2024 7:00,30:13.1,6,Yard B,Importer 2,Tank
CNT104074,6/3/2024,FEU,6/3/2024 18:00,55:38.6,11,Yard A,Importer 7,Hazardous
CNT104075,6/1/2024,TEU,6/1/2024 4:00,23:24.4,2,Yard C,Importer 6,General
CNT104076,6/20/2024,TEU,6/20/2024 6:00,02:23.2,10,Yard A,Importer 7,Reeler
CNT104077,6/29/2024,FEU,6/29/2024 12:00,25:32.2,2,Yard A,Importer 6,General
CNT104078,6/16/2024,TEU,6/16/2024 14:00,56:52.9,10,Yard B,Importer 4,Reeler
CNT104079,6/2/2024,TEU,6/2/2024 13:00,15:53.9,2,Yard A,Importer 1,General
CNT104080,6/2/2024,TEU,6/2/2024 20:00,44:57.2,12,Yard B,Importer 10,Hazardous
CNT104081,6/3/2024,FEU,6/3/2024 14:00,13:10.8,6,Yard C,Importer 4,Tank
CNT104082,6/8/2024,TEU,6/8/2024 13:00,39:11.9,11,Yard A,Importer 1,Reeler
CNT104083,6/24/2024,FEU,6/24/2024 12:00,49:54.8,9,Yard B,Importer 6,Hazardous
CNT104084,6/28/2024,FEU,6/28/2024 19:00,27:58.3,7,Yard A,Importer 5,Tank
CNT104085,6/15/2024,FEU,6/15/2024 3:00,42:29.4,4,Yard A,Importer 4,Tank
CNT104086,6/7/2024,TEU,6/7/2024 21:00,33:55.6,9,Yard C,Importer 8,Hazardous
CNT104087,6/6/2024,FEU,6/6/2024 8:00,52:09.3,2,Yard B,Importer 2,General
CNT104088,6/9/2024,TEU,6/9/2024 13:00,35:09.6,1,Yard A,Importer 7,General
CNT104089,6/20/2024,TEU,6/20/2024 16:00,53:43.6,2,Yard A,Importer 6,Tank_Hazardous
CNT104090,6/28/2024,TEU,6/28/2024 0:00,05:26.7,10,Yard C,Importer 5,Hazardous
CNT104091,6/1/2024,TEU,6/1/2024 0:00,56:07.1,5,Yard A,Importer 8,Tank
CNT104092,6/8/2024,TEU,6/8/2024 3:00,51:00.2,2,Yard B,Importer 1,Tank_Hazardous
CNT104093,6/23/2024,TEU,6/23/2024 19:00,47:50.4,6,Yard B,Importer 9,Reeler_Hazardous
CNT104094,6/23/2024,TEU,6/23/2024 7:00,12:28.1,12,Yard B,Importer 9,Hazardous
CNT104095,6/3/2024,TEU,6/3/2024 4:00,19:30.6,2,Yard A,Importer 10,Tank_Hazardous
CNT104096,6/4/2024,FEU,6/4/2024 13:00,38:40.6,7,Yard A,Importer 8,Reeler_Hazardous
CNT104097,6/26/2024,FEU,6/26/2024 19:00,40:14.6,15,Yard B,Importer 9,Hazardous
CNT104098,6/25/2024,FEU,6/25/2024 23:00,58:28.7,7,Yard A,Importer 5,Hazardous
CNT104099,6/15/2024,TEU,6/15/2024 22:00,52:10.2,5,Yard C,Importer 2,Reeler_Hazardous
CNT104100,6/6/2024,TEU,6/6/2024 13:00,31:53.4,2,Yard B,Importer 4,General
CNT104101,6/15/2024,FEU,6/15/2024 21:00,54:48.7,3,Yard C,Importer 2,Reeler_Hazardous
CNT104102,6/21/2024,TEU,6/21/2024 1:00,29:32.0,5,Yard C,Importer 2,Tank
CNT104103,6/3/2024,FEU,6/3/2024 20:00,42:16.5,14,Yard A,Importer 5,Reeler
CNT104104,6/25/2024,TEU,6/25/2024 11:00,00:25.3,11,Yard A,Importer 1,Hazardous
CNT104105,6/21/2024,FEU,6/21/2024 17:00,34:44.5,11,Yard B,Importer 10,Reeler
CNT104106,6/21/2024,TEU,6/21/2024 5:00,09:09.3,5,Yard A,Importer 10,Reeler_Hazardous
CNT104107,6/14/2024,TEU,6/14/2024 8:00,27:24.1,1,Yard C,Importer 5,General
CNT104108,6/20/2024,FEU,6/20/2024 8:00,17:39.9,12,Yard A,Importer 1,Reeler
CNT104109,6/14/2024,TEU,6/14/2024 21:00,27:40.7,8,Yard B,Importer 3,Tank
CNT104110,6/4/2024,TEU,6/4/2024 3:00,41:33.1,2,Yard A,Importer 7,Tank_Hazardous
CNT104111,6/12/2024,TEU,6/12/2024 9:00,49:12.7,2,Yard C,Importer 8,Tank_Hazardous
CNT104112,6/17/2024,FEU,6/17/2024 11:00,49:57.7,12,Yard C,Importer 1,Hazardous
CNT104113,6/7/2024,TEU,6/7/2024 20:00,11:20.5,11,Yard B,Importer 10,Hazardous
CNT104114,6/9/2024,TEU,6/9/2024 7:00,36:32.1,2,Yard B,Importer 9,General
CNT104115,6/3/2024,TEU,6/3/2024 20:00,33:27.4,2,Yard A,Importer 6,General
CNT104116,6/28/2024,TEU,6/28/2024 21:00,03:30.0,5,Yard A,Importer 9,Tank
CNT104117,6/13/2024,FEU,6/13/2024 19:00,22:17.8,2,Yard B,Importer 10,Tank_Hazardous
CNT104118,6/15/2024,TEU,6/15/2024 15:00,47:28.8,2,Yard C,Importer 2,General
CNT104119,6/18/2024,TEU,6/18/2024 11:00,36:58.7,4,Yard A,Importer 2,Tank
CNT104120,6/19/2024,TEU,6/19/2024 16:00,03:22.2,2,Yard B,Importer 6,Tank_Hazardous
CNT104121,6/1/2024,TEU,6/1/2024 16:00,52:45.0,5,Yard B,Importer 1,Reeler
CNT104122,6/6/2024,TEU,6/6/2024 20:00,09:17.3,2,Yard C,Importer 2,Tank_Hazardous
CNT104123,6/27/2024,TEU,6/27/2024 18:00,46:56.0,2,Yard B,Importer 5,General
CNT104124,6/27/2024,TEU,6/27/2024 6:00,45:45.3,2,Yard A,Importer 6,General
CNT104125,6/23/2024,FEU,6/23/2024 19:00,29:29.3,2,Yard A,Importer 5,Tank_Hazardous
CNT104126,6/27/2024,TEU,6/27/2024 3:00,09:51.3,3,Yard B,Importer 3,Reeler_Hazardous
CNT104127,6/27/2024,FEU,6/27/2024 19:00,56:52.3,6,Yard B,Importer 6,Reeler_Hazardous
CNT104128,6/2/2024,TEU,6/2/2024 21:00,52:11.2,1,Yard C,Importer 9,General
CNT104129,6/24/2024,TEU,6/24/2024 8:00,00:21.5,2,Yard C,Importer 4,Tank_Hazardous
CNT104130,6/14/2024,TEU,6/14/2024 11:00,07:21.6,5,Yard B,Importer 3,Reeler_Hazardous
CNT104131,6/6/2024,TEU,6/6/2024 12:00,19:42.8,11,Yard A,Importer 10,Hazardous
CNT104132,6/14/2024,FEU,6/14/2024 8:00,16:47.6,9,Yard C,Importer 7,Reeler
CNT104133,6/4/2024,FEU,6/4/2024 10:00,56:39.9,10,Yard B,Importer 8,Reeler
CNT104134,6/21/2024,FEU,6/21/2024 4:00,34:06.8,2,Yard C,Importer 8,Tank_Hazardous
CNT104135,6/8/2024,FEU,6/8/2024 7:00,33:14.2,1,Yard C,Importer 10,Reeler_Hazardous
CNT104136,6/30/2024,TEU,6/30/2024 19:00,18:17.1,3,Yard C,Importer 9,Tank_Hazardous
CNT104137,6/3/2024,TEU,6/3/2024 11:00,01:00.4,2,Yard C,Importer 7,General
CNT104138,6/19/2024,FEU,6/19/2024 23:00,44:20.6,2,Yard C,Importer 6,General
CNT104139,6/30/2024,FEU,6/30/2024 15:00,40:45.0,12,Yard C,Importer 5,Hazardous
CNT104140,6/14/2024,TEU,6/14/2024 9:00,33:00.2,3,Yard A,Importer 5,General
CNT104141,6/27/2024,TEU,6/27/2024 14:00,27:42.7,2,Yard C,Importer 10,Tank_Hazardous
CNT104142,6/20/2024,TEU,6/20/2024 11:00,55:07.2,11,Yard B,Importer 1,Reeler
CNT104143,6/17/2024,FEU,6/17/2024 23:00,11:30.7,15,Yard B,Importer 7,Reeler
CNT104144,6/25/2024,TEU,6/25/2024 23:00,33:01.1,4,Yard C,Importer 6,Reeler_Hazardous
CNT104145,6/8/2024,TEU,6/8/2024 13:00,29:24.9,1,Yard C,Importer 7,General
CNT104146,6/24/2024,TEU,6/24/2024 12:00,41:25.5,7,Yard B,Importer 10,Reeler_Hazardous
CNT104147,6/14/2024,FEU,6/14/2024 15:00,58:10.7,2,Yard C,Importer 9,General
CNT104148,6/26/2024,TEU,6/26/2024 9:00,08:06.9,13,Yard B,Importer 9,Reeler
CNT104149,6/6/2024,FEU,6/6/2024 7:00,15:05.7,7,Yard B,Importer 2,Reeler
CNT104150,6/23/2024,TEU,6/23/2024 19:00,21:45.0,5,Yard A,Importer 3,Tank
CNT104151,6/22/2024,FEU,6/22/2024 13:00,44:37.2,11,Yard A,Importer 10,Hazardous
CNT104152,6/16/2024,FEU,6/16/2024 4:00,15:35.1,13,Yard B,Importer 9,Reeler
CNT104153,6/25/2024,TEU,6/25/2024 5:00,27:56.7,1,Yard C,Importer 3,General
CNT104154,6/19/2024,TEU,6/19/2024 20:00,23:27.6,12,Yard B,Importer 4,Reeler
CNT104155,6/14/2024,TEU,6/14/2024 8:00,13:02.9,9,Yard B,Importer 5,Reeler
CNT104156,6/19/2024,TEU,6/19/2024 12:00,03:41.9,13,Yard C,Importer 10,Reeler
CNT104157,6/3/2024,FEU,6/3/2024 12:00,28:04.9,2,Yard A,Importer 6,Tank_Hazardous
CNT104158,6/10/2024,TEU,6/10/2024 1:00,13:42.5,6,Yard B,Importer 10,Tank
CNT104159,6/19/2024,TEU,6/19/2024 21:00,28:27.5,5,Yard A,Importer 10,Reeler_Hazardous
CNT104160,6/9/2024,TEU,6/9/2024 12:00,37:10.9,2,Yard C,Importer 2,Tank_Hazardous
CNT104161,6/28/2024,TEU,6/28/2024 1:00,30:09.1,8,Yard A,Importer 6,Hazardous
CNT104162,6/20/2024,FEU,6/20/2024 14:00,59:59.7,7,Yard C,Importer 3,Tank
CNT104163,6/13/2024,TEU,6/13/2024 23:00,59:17.8,5,Yard C,Importer 7,Tank
CNT104164,6/7/2024,FEU,6/7/2024 23:00,05:23.5,2,Yard A,Importer 9,General
CNT104165,6/14/2024,FEU,6/14/2024 20:00,39:27.6,2,Yard B,Importer 5,Tank_Hazardous
CNT104166,6/9/2024,TEU,6/9/2024 11:00,22:24.9,1,Yard B,Importer 8,General
CNT104167,6/27/2024,TEU,6/27/2024 9:00,46:47.8,13,Yard C,Importer 6,Hazardous
CNT104168,6/28/2024,FEU,6/28/2024 23:00,30:35.7,4,Yard A,Importer 8,Tank
CNT104169,6/23/2024,TEU,6/23/2024 20:00,10:39.3,3,Yard A,Importer 4,Reeler_Hazardous
CNT104170,6/25/2024,TEU,6/25/2024 3:00,54:17.2,1,Yard A,Importer 7,General
CNT104171,6/28/2024,TEU,6/28/2024 7:00,07:33.8,5,Yard A,Importer 9,Reeler_Hazardous
CNT104172,6/19/2024,TEU,6/19/2024 3:00,38:11.8,13,Yard C,Importer 7,Hazardous
CNT104173,6/15/2024,FEU,6/15/2024 1:00,59:16.1,5,Yard A,Importer 2,Tank
CNT104174,6/20/2024,TEU,6/20/2024 17:00,45:47.9,3,Yard A,Importer 5,Reeler_Hazardous
CNT104175,6/14/2024,TEU,6/14/2024 17:00,06:36.4,14,Yard B,Importer 9,Hazardous
CNT104176,6/24/2024,FEU,6/24/2024 13:00,03:15.0,14,Yard C,Importer 1,Reeler
CNT104177,6/6/2024,FEU,6/6/2024 9:00,18:06.2,5,Yard A,Importer 4,Tank
CNT104178,6/21/2024,TEU,6/21/2024 11:00,13:01.7,10,Yard A,Importer 9,Hazardous
CNT104179,6/29/2024,FEU,6/29/2024 7:00,17:02.8,11,Yard C,Importer 9,Hazardous
CNT104180,6/4/2024,TEU,6/4/2024 21:00,43:18.7,5,Yard C,Importer 10,Reeler_Hazardous
CNT104181,6/8/2024,FEU,6/8/2024 16:00,08:15.4,1,Yard B,Importer 5,General
CNT104182,6/17/2024,TEU,6/17/2024 11:00,55:58.6,11,Yard C,Importer 1,Reeler
CNT104183,6/30/2024,TEU,6/30/2024 19:00,58:18.9,2,Yard A,Importer 9,Tank_Hazardous
CNT104184,6/9/2024,FEU,6/9/2024 2:00,44:04.6,5,Yard B,Importer 1,Tank
CNT104185,6/1/2024,TEU,6/1/2024 9:00,52:42.9,2,Yard A,Importer 10,Tank_Hazardous
CNT104186,6/24/2024,FEU,6/24/2024 10:00,02:27.1,2,Yard C,Importer 5,General
CNT104187,6/20/2024,TEU,6/20/2024 13:00,23:54.6,1,Yard C,Importer 3,General
CNT104188,6/25/2024,FEU,6/25/2024 6:00,00:48.4,11,Yard C,Importer 1,Reeler
CNT104189,6/14/2024,FEU,6/14/2024 4:00,25:13.1,12,Yard B,Importer 4,Hazardous
CNT104190,6/11/2024,TEU,6/11/2024 0:00,17:10.3,1,Yard A,Importer 1,General
CNT104191,6/21/2024,FEU,6/21/2024 11:00,55:01.7,10,Yard A,Importer 10,Reeler
CNT104192,6/3/2024,TEU,6/3/2024 15:00,24:41.7,1,Yard B,Importer 1,General
CNT104193,6/9/2024,FEU,6/9/2024 5:00,01:10.3,7,Yard C,Importer 6,Tank
CNT104194,6/27/2024,TEU,6/27/2024 19:00,09:38.3,10,Yard A,Importer 7,Hazardous
CNT104195,6/14/2024,FEU,6/14/2024 9:00,27:11.1,6,Yard C,Importer 4,Tank
CNT104196,6/30/2024,TEU,6/30/2024 14:00,09:16.7,1,Yard C,Importer 7,General
CNT104197,6/9/2024,TEU,6/9/2024 14:00,04:26.8,10,Yard A,Importer 3,Reeler
CNT104198,6/4/2024,TEU,6/4/2024 5:00,23:55.2,14,Yard C,Importer 10,Hazardous
CNT104199,6/27/2024,TEU,6/27/2024 22:00,50:01.8,15,Yard A,Importer 4,Hazardous
CNT104200,6/4/2024,FEU,6/4/2024 0:00,46:53.9,6,Yard A,Importer 5,Tank
CNT104201,6/28/2024,FEU,6/28/2024 5:00,02:41.9,2,Yard B,Importer 3,General
CNT104202,6/8/2024,FEU,6/8/2024 12:00,53:34.8,4,Yard A,Importer 6,Reeler_Hazardous
CNT104203,6/2/2024,TEU,6/2/2024 10:00,02:07.1,5,Yard B,Importer 1,Reeler_Hazardous
CNT104204,6/9/2024,TEU,6/9/2024 23:00,46:30.6,5,Yard C,Importer 2,Tank
CNT104205,6/29/2024,TEU,6/29/2024 19:00,57:49.3,6,Yard B,Importer 7,Tank
CNT104206,6/14/2024,FEU,6/14/2024 19:00,46:55.8,5,Yard C,Importer 10,Reeler_Hazardous
CNT104207,6/22/2024,FEU,6/22/2024 19:00,04:11.1,1,Yard B,Importer 5,General
CNT104208,6/9/2024,TEU,6/9/2024 11:00,57:53.6,2,Yard C,Importer 5,General
CNT104209,6/24/2024,TEU,6/24/2024 13:00,49:59.5,4,Yard A,Importer 7,Tank
CNT104210,6/23/2024,TEU,6/23/2024 8:00,09:41.6,2,Yard B,Importer 5,General
CNT104211,6/16/2024,FEU,6/16/2024 12:00,48:35.7,2,Yard A,Importer 10,Tank_Hazardous
CNT104212,6/29/2024,FEU,6/29/2024 3:00,15:56.1,2,Yard A,Importer 10,Tank_Hazardous
CNT104213,6/30/2024,FEU,6/30/2024 8:00,13:59.6,11,Yard C,Importer 4,Reeler
CNT104214,6/17/2024,TEU,6/17/2024 0:00,26:16.9,12,Yard C,Importer 7,Reeler
CNT104215,6/16/2024,FEU,6/16/2024 7:00,59:52.8,7,Yard C,Importer 10,Tank
CNT104216,6/30/2024,FEU,6/30/2024 1:00,46:06.1,10,Yard C,Importer 7,Hazardous
CNT104217,6/12/2024,TEU,6/12/2024 23:00,47:43.1,10,Yard B,Importer 5,Reeler
CNT104218,6/3/2024,TEU,6/3/2024 20:00,25:53.2,11,Yard A,Importer 8,Reeler
CNT104219,6/11/2024,TEU,6/11/2024 12:00,52:09.1,2,Yard C,Importer 9,Tank_Hazardous
CNT104220,6/14/2024,TEU,6/14/2024 12:00,22:10.8,6,Yard A,Importer 5,Reeler_Hazardous
CNT104221,6/18/2024,FEU,6/18/2024 0:00,17:29.1,8,Yard B,Importer 1,Reeler
CNT104222,6/21/2024,TEU,6/21/2024 0:00,24:11.3,11,Yard C,Importer 4,Reeler
CNT104223,6/21/2024,FEU,6/21/2024 5:00,01:21.3,11,Yard B,Importer 8,Reeler
CNT104224,6/5/2024,TEU,6/5/2024 15:00,33:57.9,10,Yard B,Importer 10,Reeler
CNT104225,6/16/2024,TEU,6/16/2024 16:00,28:38.5,2,Yard A,Importer 7,Tank_Hazardous
CNT104226,6/20/2024,TEU,6/20/2024 12:00,19:55.9,5,Yard A,Importer 10,Reeler_Hazardous
CNT104227,6/5/2024,TEU,6/5/2024 17:00,46:44.5,5,Yard B,Importer 9,Tank
CNT104228,6/3/2024,TEU,6/3/2024 2:00,34:37.3,1,Yard B,Importer 2,Tank_Hazardous
CNT104229,6/12/2024,TEU,6/12/2024 14:00,29:59.0,2,Yard C,Importer 3,Tank_Hazardous
CNT104230,6/1/2024,TEU,6/1/2024 1:00,02:46.8,4,Yard A,Importer 8,Reeler_Hazardous
CNT104231,6/21/2024,TEU,6/21/2024 5:00,27:10.2,2,Yard B,Importer 7,General
CNT104232,6/29/2024,TEU,6/29/2024 20:00,03:00.5,10,Yard B,Importer 7,Reeler
CNT104233,6/9/2024,TEU,6/9/2024 19:00,07:53.2,12,Yard A,Importer 9,Reeler
CNT104234,6/29/2024,TEU,6/29/2024 13:00,25:06.4,2,Yard B,Importer 7,Tank_Hazardous
CNT104235,6/9/2024,FEU,6/9/2024 17:00,51:59.4,11,Yard C,Importer 9,Hazardous
CNT104236,6/4/2024,TEU,6/4/2024 3:00,49:56.2,13,Yard B,Importer 2,Reeler
CNT104237,6/3/2024,FEU,6/3/2024 7:00,46:15.3,2,Yard B,Importer 9,General
CNT104238,6/17/2024,TEU,6/17/2024 1:00,22:32.4,2,Yard A,Importer 5,Tank_Hazardous
CNT104239,6/2/2024,FEU,6/2/2024 23:00,02:51.5,3,Yard A,Importer 4,Reeler_Hazardous
CNT104240,6/24/2024,TEU,6/24/2024 1:00,37:08.3,2,Yard C,Importer 4,General
CNT104241,6/1/2024,FEU,6/1/2024 16:00,55:48.3,10,Yard B,Importer 6,Hazardous
CNT104242,6/8/2024,TEU,6/8/2024 3:00,14:45.9,6,Yard C,Importer 2,Tank
CNT104243,6/13/2024,FEU,6/13/2024 22:00,16:03.7,12,Yard B,Importer 9,Hazardous
CNT104244,6/23/2024,TEU,6/23/2024 15:00,36:27.7,11,Yard B,Importer 4,Hazardous
CNT104245,6/15/2024,TEU,6/15/2024 1:00,04:12.5,5,Yard A,Importer 3,Reeler_Hazardous
CNT104246,6/8/2024,FEU,6/8/2024 18:00,13:24.1,2,Yard C,Importer 6,General
CNT104247,6/12/2024,TEU,6/12/2024 5:00,45:43.7,13,Yard B,Importer 3,Hazardous
CNT104248,6/22/2024,TEU,6/22/2024 1:00,25:43.5,11,Yard B,Importer 6,Hazardous
CNT104249,6/12/2024,TEU,6/12/2024 8:00,52:21.5,7,Yard A,Importer 1,Tank
CNT104250,6/14/2024,FEU,6/14/2024 5:00,22:18.2,3,Yard A,Importer 4,Tank_Hazardous
CNT104251,6/15/2024,FEU,6/15/2024 5:00,20:24.8,6,Yard A,Importer 6,Reeler_Hazardous
CNT104252,6/15/2024,TEU,6/15/2024 7:00,55:27.0,11,Yard C,Importer 3,Hazardous
