Month,Region,SKU,Quantity,Percentage Revenue Change,Projected Demand,Percent Demand Change (%)
01-11-2024,South,A,258,4,245,-5.10%
01-12-2024,South,A,143,4,140,-2.30%
01-01-2025,South,A,145,4,130,-10.40%
01-02-2025,South,A,128,4,123,-4.10%
01-03-2025,South,A,97,4,93,-3.90%
01-04-2021,West,A,141,4,134,-5.00%
01-05-2021,West,A,195,4,190,-2.80%
01-06-2021,West,A,175,4,155,-11.70%
01-07-2021,West,A,206,4,186,-9.60%
01-08-2021,West,A,89,4,84,-5.20%
01-09-2021,West,A,244,4,219,-10.30%
01-10-2021,West,A,130,4,122,-5.90%
01-11-2021,West,A,244,4,221,-9.40%
01-12-2021,West,A,168,4,149,-11.30%
01-01-2022,West,A,215,4,192,-10.80%
01-02-2022,West,A,231,4,208,-9.90%
01-03-2022,West,A,194,4,182,-6.20%
01-04-2022,West,A,187,4,165,-11.60%
01-05-2022,West,A,123,4,119,-3.20%
01-06-2022,West,A,100,4,92,-7.90%
01-07-2022,West,A,94,4,91,-3.20%
01-08-2022,West,A,154,4,144,-6.80%
01-09-2022,West,A,234,4,224,-4.10%
01-10-2022,West,A,225,4,212,-5.90%
01-11-2022,West,A,104,4,96,-8.10%
01-12-2022,West,A,121,4,116,-4.10%
01-01-2023,West,A,196,4,191,-2.60%
01-02-2023,West,A,134,4,123,-8.20%
01-03-2023,West,A,212,4,204,-3.80%
01-04-2023,West,A,218,4,197,-9.70%
01-05-2023,West,A,235,4,217,-7.60%
01-06-2023,West,A,95,4,90,-5.20%
01-07-2023,West,A,185,4,181,-2.40%
01-08-2023,West,A,179,4,159,-11.40%
01-09-2023,West,A,120,4,114,-4.90%
01-10-2023,West,A,234,4,211,-9.70%
01-11-2023,West,A,189,4,182,-3.90%
01-12-2023,West,A,139,4,132,-5.40%
01-01-2024,West,A,180,4,163,-9.40%
01-02-2024,West,A,151,4,141,-6.70%
01-03-2024,West,A,149,4,142,-5.00%
01-04-2024,West,A,92,4,86,-6.40%
01-05-2024,West,A,234,4,218,-6.70%
01-06-2024,West,A,170,4,164,-3.30%
01-07-2024,West,A,213,4,199,-6.80%
01-08-2024,West,A,101,4,94,-6.50%
01-09-2024,West,A,195,4,184,-5.60%
01-10-2024,West,A,216,4,201,-7.00%
01-11-2024,West,A,238,4,233,-2.10%
01-12-2024,West,A,210,4,200,-4.90%
01-01-2025,West,A,137,4,132,-3.90%
01-02-2025,West,A,219,4,203,-7.10%
01-03-2025,West,A,183,4,172,-5.80%
01-04-2021,North,C,94,4,84,-10.70%
01-05-2021,North,C,144,4,140,-2.60%
01-06-2021,North,C,108,4,96,-11.40%
01-07-2021,North,C,162,4,152,-6.40%
01-08-2021,North,C,142,4,132,-7.20%
01-09-2021,North,C,150,4,139,-7.50%
01-10-2021,North,C,110,4,104,-5.70%
01-11-2021,North,C,119,4,113,-5.30%
01-12-2021,North,C,117,4,111,-5.10%
01-01-2022,North,C,121,4,113,-6.50%
01-02-2022,North,C,109,4,99,-9.00%
01-03-2022,North,C,119,4,116,-2.30%
01-04-2022,North,C,157,4,148,-5.80%
01-05-2022,North,C,142,4,128,-10.00%
01-06-2022,North,C,94,4,84,-10.90%
01-07-2022,North,C,164,4,153,-6.60%
01-08-2022,North,C,152,4,140,-7.70%
01-09-2022,North,C,75,4,70,-6.20%
01-10-2022,North,C,62,4,58,-6.30%
01-11-2022,North,C,116,4,110,-5.40%
01-12-2022,North,C,95,4,90,-5.00%
01-01-2023,North,C,168,4,160,-4.90%
01-02-2023,North,C,90,4,79,-11.90%
01-03-2023,North,C,153,4,150,-2.20%
01-04-2023,North,C,234,4,212,-9.50%
01-05-2023,North,C,148,4,137,-7.80%
01-06-2023,North,C,213,4,191,-10.20%
01-07-2023,North,C,252,4,228,-9.60%
01-08-2023,North,C,154,4,142,-7.70%
01-09-2023,North,C,131,4,116,-11.40%
01-10-2023,North,C,215,4,192,-10.90%
01-11-2023,North,C,206,4,197,-4.30%
01-12-2023,North,C,211,4,196,-6.90%
01-01-2024,North,C,162,4,146,-9.60%
01-02-2024,North,C,184,4,172,-6.60%
01-03-2024,North,C,133,4,118,-11.10%
01-04-2024,North,C,167,4,157,-5.90%
01-05-2024,North,C,238,4,231,-2.90%
01-06-2024,North,C,200,4,181,-9.50%
01-07-2024,North,C,245,4,235,-4.30%
01-08-2024,North,C,253,4,242,-4.20%
01-09-2024,North,C,240,4,223,-7.10%
01-10-2024,North,C,182,4,164,-9.60%
01-11-2024,North,C,191,4,175,-8.60%
01-12-2024,North,C,204,4,199,-2.40%
01-01-2025,North,C,204,4,183,-10.50%
01-02-2025,North,C,185,4,172,-7.20%
01-03-2025,North,C,196,4,189,-3.80%
01-04-2021,North,C,297,4,261,-12.00%
01-05-2021,North,C,417,4,369,-11.50%
01-06-2021,North,C,362,4,347,-4.20%
01-07-2021,North,C,436,4,406,-6.90%
01-08-2021,North,C,415,4,406,-2.10%
01-09-2021,North,C,412,4,379,-8.00%
01-10-2021,North,C,302,4,271,-10.40%
01-11-2021,North,C,300,4,279,-7.00%
01-12-2021,North,C,376,4,356,-5.30%
01-01-2022,North,C,302,4,293,-3.10%
01-02-2022,North,C,265,4,238,-10.30%
01-03-2022,North,C,339,4,304,-10.30%
01-04-2022,North,C,65,4,61,-6.60%
01-05-2022,North,C,104,4,97,-6.70%
01-06-2022,North,C,94,4,87,-7.20%
01-07-2022,North,C,94,4,90,-4.40%
01-08-2022,North,C,92,4,87,-5.20%
01-09-2022,North,C,170,4,161,-5.10%
01-10-2022,North,C,93,4,84,-9.40%
01-11-2022,North,C,143,4,130,-9.20%
01-12-2022,North,C,174,4,157,-9.70%
01-01-2023,North,C,128,4,117,-8.70%
01-02-2023,North,C,84,4,74,-11.30%
01-03-2023,North,C,126,4,119,-5.80%
01-04-2023,North,C,158,4,153,-3.10%
01-05-2023,North,C,77,4,70,-8.50%
01-06-2023,North,C,87,4,83,-5.20%
01-07-2023,North,C,126,4,111,-12.00%
01-08-2023,North,C,121,4,109,-9.70%
01-09-2023,North,C,109,4,99,-9.60%
01-10-2023,North,C,70,4,65,-7.60%
01-11-2023,North,C,124,4,114,-7.70%
01-12-2023,North,C,169,4,158,-6.70%
01-01-2024,North,C,151,4,144,-4.50%
01-02-2024,North,C,84,4,75,-10.80%
01-03-2024,North,C,99,4,88,-11.10%
01-04-2024,North,C,158,4,150,-5.10%
01-05-2024,North,C,212,4,192,-9.50%
01-06-2024,North,C,230,4,207,-10.00%
01-07-2024,North,C,155,4,145,-6.20%
01-08-2024,North,C,219,4,209,-4.70%
01-09-2024,North,C,169,4,158,-6.60%
01-10-2024,North,C,180,4,175,-2.60%
01-11-2024,North,C,234,4,225,-3.90%
01-12-2024,North,C,172,4,160,-6.80%
01-01-2025,North,C,176,4,163,-7.50%
01-02-2025,North,C,189,4,184,-2.60%
01-03-2025,North,C,239,4,231,-3.50%
01-04-2021,South,C,218,4,201,-7.90%
01-05-2021,South,C,226,4,212,-6.40%
01-06-2021,South,C,134,4,122,-8.60%
01-07-2021,South,C,183,4,170,-7.00%
01-08-2021,South,C,239,4,220,-7.90%
01-09-2021,South,C,200,4,194,-3.10%
01-10-2021,South,C,217,4,191,-11.80%
01-11-2021,South,C,244,4,234,-4.00%
01-12-2021,South,C,200,4,195,-2.60%
01-01-2022,South,C,149,4,135,-9.40%
01-02-2022,South,C,216,4,209,-3.50%
01-03-2022,South,C,137,4,128,-6.70%
01-04-2022,South,C,213,4,196,-7.80%
01-05-2022,South,C,165,4,153,-7.10%
01-06-2022,South,C,99,4,93,-5.90%
01-07-2022,South,C,163,4,157,-4.00%
01-08-2022,South,C,89,4,83,-6.80%
01-09-2022,South,C,184,4,163,-11.60%
01-10-2022,South,C,134,4,125,-6.60%
01-11-2022,South,C,187,4,165,-11.60%
01-12-2022,South,C,216,4,206,-4.70%
01-01-2023,South,C,167,4,151,-9.90%
01-02-2023,South,C,253,4,238,-5.80%
01-03-2023,South,C,120,4,116,-3.70%
01-04-2023,South,C,159,4,146,-8.10%
01-05-2023,South,C,209,4,201,-4.00%
01-06-2023,South,C,108,4,104,-3.30%
01-07-2023,South,C,212,4,194,-8.40%
01-08-2023,South,C,200,4,183,-8.40%
01-09-2023,South,C,93,4,82,-11.30%
01-10-2023,South,C,207,4,199,-3.70%
01-11-2023,South,C,258,4,231,-10.60%
01-12-2023,South,C,143,4,129,-9.50%
01-01-2024,South,C,145,4,131,-9.80%
01-02-2024,South,C,128,4,116,-9.30%
01-03-2024,South,C,97,4,89,-8.80%
01-04-2024,South,C,141,4,136,-3.50%
01-05-2024,South,C,195,4,187,-3.90%
01-06-2024,South,C,175,4,164,-6.40%
01-07-2024,South,C,206,4,197,-4.50%
01-08-2024,South,C,89,4,85,-4.00%
01-09-2024,South,C,244,4,237,-2.90%
01-10-2024,South,C,130,4,121,-7.10%
01-11-2024,South,C,244,4,230,-5.70%
01-12-2024,South,C,168,4,156,-7.20%
01-01-2025,South,C,215,4,198,-7.70%
01-02-2025,South,C,231,4,214,-7.40%
01-03-2025,South,C,194,4,185,-4.70%
01-04-2021,South,C,187,4,182,-2.80%
01-05-2021,South,C,123,4,112,-8.90%
01-06-2021,South,C,100,4,89,-10.80%
01-07-2021,South,C,94,4,87,-7.40%
01-08-2021,South,C,154,4,136,-12.00%
01-09-2021,South,C,234,4,223,-4.70%
01-10-2021,South,C,225,4,206,-8.50%
01-11-2021,South,C,104,4,94,-9.40%
01-12-2021,South,C,121,4,108,-11.20%
01-01-2022,South,C,196,4,176,-10.20%
01-02-2022,South,C,134,4,119,-11.00%
01-03-2022,South,C,212,4,198,-6.80%
01-04-2022,South,C,218,4,202,-7.50%
01-05-2022,South,C,235,4,225,-4.30%
01-06-2022,South,C,95,4,93,-2.00%
01-07-2022,South,C,185,4,169,-8.90%
01-08-2022,South,C,179,4,168,-6.30%
01-09-2022,South,C,120,4,113,-6.00%
01-10-2022,South,C,234,4,221,-5.70%
01-11-2022,South,C,189,4,178,-5.70%
01-12-2022,South,C,139,4,135,-2.70%
01-01-2023,South,C,180,4,168,-6.50%
01-02-2023,South,C,151,4,146,-3.20%
01-03-2023,South,C,149,4,144,-3.40%
01-04-2023,South,C,92,4,84,-9.20%
01-05-2023,South,C,234,4,210,-10.30%
01-06-2023,South,C,170,4,152,-10.70%
01-07-2023,South,C,213,4,196,-8.00%
01-08-2023,South,C,101,4,90,-10.50%
01-09-2023,South,C,195,4,183,-6.20%
01-10-2023,South,C,216,4,210,-2.60%
01-11-2023,South,C,238,4,223,-6.50%
01-12-2023,South,C,210,4,199,-5.20%
01-01-2024,South,C,137,4,125,-8.80%
01-02-2024,South,C,219,4,211,-3.80%
01-03-2024,South,C,183,4,179,-2.40%
01-04-2024,South,C,94,4,84,-10.50%
01-05-2024,South,C,144,4,127,-11.50%
01-06-2024,South,C,108,4,100,-7.20%
01-07-2024,South,C,162,4,145,-10.30%
01-08-2024,South,C,142,4,137,-3.50%
01-09-2024,South,C,150,4,134,-11.00%
01-10-2024,South,C,110,4,106,-4.10%
01-11-2024,South,C,119,4,107,-10.10%
01-12-2024,South,C,117,4,106,-9.30%
01-01-2025,South,C,121,4,114,-5.90%
01-02-2025,South,C,109,4,96,-11.60%
01-03-2025,South,C,119,4,112,-6.20%
01-04-2021,West,C,157,4,152,-3.50%
01-05-2021,West,C,142,4,132,-6.80%
01-06-2021,West,C,94,4,87,-7.60%
01-07-2021,West,C,164,4,145,-11.80%
01-08-2021,West,C,152,4,134,-11.80%
01-09-2021,West,C,75,4,73,-2.50%
01-10-2021,West,C,62,4,57,-7.70%
01-11-2021,West,C,116,4,114,-2.10%
01-12-2021,West,C,95,4,87,-8.30%
01-01-2022,West,C,168,4,157,-6.30%
01-02-2022,West,C,90,4,84,-6.90%
01-03-2022,West,C,153,4,136,-11.10%
01-04-2022,West,C,234,4,219,-6.50%
01-05-2022,West,C,148,4,135,-8.50%
01-06-2022,West,C,213,4,206,-3.40%
01-07-2022,West,C,252,4,233,-7.40%
01-08-2022,West,C,154,4,147,-4.80%
01-09-2022,West,C,131,4,119,-9.00%
01-10-2022,West,C,215,4,198,-7.90%
01-11-2022,West,C,206,4,194,-5.90%
01-12-2022,West,C,211,4,193,-8.60%
01-01-2023,West,C,162,4,156,-3.90%
01-02-2023,West,C,184,4,177,-4.10%
01-03-2023,West,C,133,4,119,-10.20%
01-04-2023,West,C,167,4,155,-7.30%
01-05-2023,West,C,238,4,210,-12.00%
01-06-2023,West,C,200,4,188,-6.00%
01-07-2023,West,C,245,4,237,-3.10%
01-08-2023,West,C,253,4,247,-2.50%
01-09-2023,West,C,240,4,224,-6.80%
01-10-2023,West,C,182,4,169,-7.40%
01-11-2023,West,C,191,4,173,-9.30%
01-12-2023,West,C,204,4,194,-5.10%
01-01-2024,West,C,204,4,190,-7.00%
01-02-2024,West,C,185,4,167,-9.80%
01-03-2024,West,C,196,4,191,-2.50%
01-04-2024,West,C,297,4,286,-3.60%
01-05-2024,West,C,417,4,401,-4.00%
01-06-2024,West,C,362,4,352,-2.70%
01-07-2024,West,C,436,4,390,-10.50%
01-08-2024,West,C,415,4,392,-5.60%
01-09-2024,West,C,412,4,401,-2.70%
01-10-2024,West,C,302,4,277,-8.30%
01-11-2024,West,C,300,4,284,-5.20%
01-12-2024,West,C,376,4,341,-9.40%
01-01-2025,West,C,302,4,268,-11.20%
01-02-2025,West,C,265,4,249,-5.90%
01-03-2025,West,C,339,4,320,-5.50%
01-04-2021,West,C,65,4,60,-7.80%
01-05-2021,West,C,104,4,95,-8.90%
01-06-2021,West,C,94,4,90,-4.50%
01-07-2021,West,C,94,4,87,-6.90%
01-08-2021,West,C,92,4,88,-3.80%
01-09-2021,West,C,170,4,152,-10.80%
01-10-2021,West,C,93,4,89,-4.40%
01-11-2021,West,C,143,4,134,-6.60%
01-12-2021,West,C,174,4,156,-10.20%
01-01-2022,West,C,128,4,113,-11.40%
01-02-2022,West,C,84,4,79,-5.90%
01-03-2022,West,C,126,4,120,-4.80%
01-04-2022,West,C,158,4,151,-4.10%
01-05-2022,West,C,77,4,71,-7.70%
01-06-2022,West,C,87,4,83,-4.60%
01-07-2022,West,C,126,4,116,-8.10%
01-08-2022,West,C,121,4,112,-7.50%
01-09-2022,West,C,109,4,97,-11.00%
01-10-2022,West,C,70,4,63,-9.80%
01-11-2022,West,C,124,4,116,-6.20%
01-12-2022,West,C,169,4,157,-7.40%
01-01-2023,West,C,151,4,146,-3.20%
01-02-2023,West,C,84,4,80,-4.70%
01-03-2023,West,C,99,4,96,-3.50%
01-04-2023,West,C,158,4,149,-5.90%
01-05-2023,West,C,212,4,189,-11.10%
01-06-2023,West,C,230,4,216,-6.00%
01-07-2023,West,C,155,4,139,-10.40%
01-08-2023,West,C,219,4,202,-7.90%
01-09-2023,West,C,169,4,149,-11.80%
01-10-2023,West,C,180,4,169,-5.90%
01-11-2023,West,C,234,4,223,-4.80%
01-12-2023,West,C,172,4,166,-3.40%
01-01-2024,West,C,176,4,156,-11.10%
01-02-2024,West,C,189,4,172,-8.80%
01-03-2024,West,C,239,4,230,-3.80%
01-04-2024,West,C,218,4,197,-9.70%
01-05-2024,West,C,226,4,209,-7.40%
01-06-2024,West,C,134,4,123,-8.10%
01-07-2024,West,C,183,4,168,-8.30%
01-08-2024,West,C,239,4,219,-8.40%
01-09-2024,West,C,200,4,188,-6.00%
01-10-2024,West,C,217,4,209,-3.70%
01-11-2024,West,C,244,4,238,-2.30%
01-12-2024,West,C,200,4,178,-11.10%
01-01-2025,West,C,149,4,142,-4.90%
01-02-2025,West,C,216,4,194,-10.40%
01-03-2025,West,C,137,4,122,-10.70%
01-04-2021,North,B,213,4,201,-5.50%
01-05-2021,North,B,165,4,146,-11.30%
01-06-2021,North,B,99,4,95,-3.90%
01-07-2021,North,B,163,4,148,-9.00%
01-08-2021,North,B,89,4,80,-9.70%
01-09-2021,North,B,184,4,173,-6.00%
01-10-2021,North,B,134,4,123,-7.90%
01-11-2021,North,B,187,4,177,-5.50%
01-12-2021,North,B,216,4,193,-10.80%
01-01-2022,North,B,167,4,147,-12.00%
01-02-2022,North,B,253,4,247,-2.40%
01-03-2022,North,B,120,4,107,-11.10%
01-04-2022,North,B,159,4,156,-2.00%
01-05-2022,North,B,209,4,184,-11.80%
01-06-2022,North,B,108,4,101,-6.70%
01-07-2022,North,B,212,4,201,-5.10%
01-08-2022,North,B,200,4,190,-5.00%
01-09-2022,North,B,93,4,84,-9.40%
01-10-2022,North,B,207,4,200,-3.50%
01-11-2022,North,B,258,4,241,-6.70%
01-12-2022,North,B,143,4,135,-5.70%
01-01-2023,North,B,145,4,135,-6.70%
01-02-2023,North,B,128,4,118,-8.00%
01-03-2023,North,B,97,4,88,-9.80%
01-04-2023,North,B,141,4,133,-5.50%
01-05-2023,North,B,195,4,176,-9.50%
01-06-2023,North,B,175,4,159,-9.30%
01-07-2023,North,B,206,4,186,-9.90%
01-08-2023,North,B,89,4,80,-10.50%
01-09-2023,North,B,244,4,229,-6.10%
01-10-2023,North,B,130,4,119,-8.10%
01-11-2023,North,B,244,4,230,-5.60%
01-12-2023,North,B,168,4,162,-3.30%
01-01-2024,North,B,215,4,203,-5.80%
01-02-2024,North,B,231,4,221,-4.50%
01-03-2024,North,B,194,4,182,-6.20%
01-04-2024,North,B,187,4,170,-9.20%
01-05-2024,North,B,123,4,118,-4.40%
01-06-2024,North,B,100,4,91,-8.50%
01-07-2024,North,B,94,4,90,-4.50%
01-08-2024,North,B,154,4,143,-7.40%
01-09-2024,North,B,234,4,210,-10.20%
01-10-2024,North,B,225,4,212,-5.60%
01-11-2024,North,B,104,4,98,-5.70%
01-12-2024,North,B,121,4,118,-2.70%
01-01-2025,North,B,196,4,185,-5.50%
01-02-2025,North,B,134,4,131,-2.20%
01-03-2025,North,B,212,4,199,-5.90%
01-04-2021,North,B,218,4,202,-7.40%
01-05-2021,North,B,235,4,207,-12.00%
01-06-2021,North,B,95,4,84,-11.80%
01-07-2021,North,B,185,4,176,-5.10%
01-08-2021,North,B,179,4,159,-11.40%
01-09-2021,North,B,120,4,115,-4.10%
01-10-2021,North,B,234,4,225,-3.70%
01-11-2021,North,B,189,4,176,-7.10%
01-12-2021,North,B,139,4,123,-11.20%
01-01-2022,North,B,180,4,167,-7.00%
01-02-2022,North,B,151,4,143,-5.40%
01-03-2022,North,B,149,4,134,-10.30%
01-04-2022,North,B,92,4,89,-2.90%
01-05-2022,North,B,234,4,227,-2.90%
01-06-2022,North,B,170,4,152,-10.80%
01-07-2022,North,B,213,4,196,-7.80%
01-08-2022,North,B,101,4,92,-8.80%
01-09-2022,North,B,195,4,189,-3.00%
01-10-2022,North,B,216,4,194,-10.40%
01-11-2022,North,B,238,4,210,-11.60%
01-12-2022,North,B,210,4,189,-10.00%
01-01-2023,North,B,137,4,123,-9.90%
01-02-2023,North,B,219,4,201,-8.10%
01-03-2023,North,B,183,4,169,-7.40%
01-04-2023,North,B,94,4,90,-4.20%
01-05-2023,North,B,144,4,139,-3.30%
01-06-2023,North,B,108,4,101,-6.50%
01-07-2023,North,B,162,4,147,-9.20%
01-08-2023,North,B,142,4,139,-2.20%
01-09-2023,North,B,150,4,141,-6.30%
01-10-2023,North,B,110,4,101,-8.00%
01-11-2023,North,B,119,4,112,-6.20%
01-12-2023,North,B,117,4,104,-11.30%
01-01-2024,North,B,121,4,114,-6.10%
01-02-2024,North,B,109,4,99,-9.20%
01-03-2024,North,B,119,4,113,-4.90%
01-04-2024,North,B,157,4,147,-6.10%
01-05-2024,North,B,142,4,127,-10.50%
01-06-2024,North,B,94,4,91,-3.40%
01-07-2024,North,B,164,4,151,-7.90%
01-08-2024,North,B,152,4,143,-6.00%
01-09-2024,North,B,75,4,67,-10.90%
01-10-2024,North,B,62,4,56,-10.50%
01-11-2024,North,B,116,4,113,-2.80%
01-12-2024,North,B,95,4,92,-2.80%
01-01-2025,North,B,168,4,155,-7.80%
01-02-2025,North,B,90,4,81,-10.20%
01-03-2025,North,B,153,4,139,-9.10%
01-04-2021,South,B,234,4,215,-8.10%
01-05-2021,South,B,148,4,137,-7.60%
01-06-2021,South,B,213,4,198,-7.00%
01-07-2021,South,B,252,4,239,-5.30%
01-08-2021,South,B,154,4,138,-10.50%
01-09-2021,South,B,131,4,118,-10.00%
01-10-2021,South,B,215,4,204,-5.20%
01-11-2021,South,B,206,4,193,-6.40%
01-12-2021,South,B,211,4,191,-9.60%
01-01-2022,South,B,162,4,156,-3.80%
01-02-2022,South,B,184,4,169,-8.10%
01-03-2022,South,B,133,4,126,-5.10%
01-04-2022,South,B,167,4,149,-10.50%
01-05-2022,South,B,238,4,231,-2.70%
01-06-2022,South,B,200,4,185,-7.50%
01-07-2022,South,B,245,4,223,-9.10%
01-08-2022,South,B,253,4,245,-3.20%
01-09-2022,South,B,240,4,225,-6.20%
01-10-2022,South,B,182,4,168,-7.40%
01-11-2022,South,B,191,4,172,-9.70%
01-12-2022,South,B,204,4,198,-3.10%
01-01-2023,South,B,204,4,181,-11.30%
01-02-2023,South,B,185,4,168,-9.00%
01-03-2023,South,B,196,4,189,-3.50%
01-04-2023,South,B,297,4,276,-6.90%
01-05-2023,South,B,417,4,367,-11.90%
01-06-2023,South,B,362,4,345,-4.70%
01-07-2023,South,B,436,4,426,-2.20%
01-08-2023,South,B,415,4,397,-4.40%
01-09-2023,South,B,412,4,397,-3.60%
01-10-2023,South,B,302,4,268,-11.20%
01-11-2023,South,B,300,4,269,-10.20%
01-12-2023,South,B,376,4,360,-4.20%
01-01-2024,South,B,302,4,284,-6.10%
01-02-2024,South,B,265,4,248,-6.50%
01-03-2024,South,B,339,4,328,-3.40%
01-04-2024,South,B,65,4,63,-2.50%
01-05-2024,South,B,104,4,99,-5.00%
01-06-2024,South,B,94,4,89,-5.30%
01-07-2024,South,B,94,4,88,-5.90%
01-08-2024,South,B,92,4,90,-2.30%
01-09-2024,South,B,170,4,151,-11.10%
01-10-2024,South,B,93,4,82,-11.60%
01-11-2024,South,B,143,4,131,-8.20%
01-12-2024,South,B,174,4,156,-10.60%
01-01-2025,South,B,128,4,114,-11.00%
01-02-2025,South,B,84,4,79,-5.40%
01-03-2025,South,B,126,4,118,-6.00%
01-04-2021,South,B,158,4,142,-10.40%
01-05-2021,South,B,77,4,71,-7.60%
01-06-2021,South,B,87,4,83,-5.10%
01-07-2021,South,B,126,4,114,-9.80%
01-08-2021,South,B,121,4,113,-6.30%
01-09-2021,South,B,109,4,100,-7.80%
01-10-2021,South,B,70,4,66,-5.60%
01-11-2021,South,B,124,4,113,-9.20%
01-12-2021,South,B,169,4,163,-3.70%
01-01-2022,South,B,151,4,147,-2.90%
01-02-2022,South,B,84,4,78,-7.40%
01-03-2022,South,B,99,4,89,-10.20%
01-04-2022,South,B,158,4,152,-4.00%
01-05-2022,South,B,212,4,197,-7.10%
01-06-2022,South,B,230,4,218,-5.30%
01-07-2022,South,B,155,4,142,-8.10%
01-08-2022,South,B,219,4,200,-8.90%
01-09-2022,South,B,169,4,165,-2.30%
01-10-2022,South,B,180,4,169,-6.20%
01-11-2022,South,B,234,4,212,-9.60%
01-12-2022,South,B,172,4,152,-11.80%
01-01-2023,South,B,176,4,158,-10.30%
01-02-2023,South,B,189,4,180,-4.80%
01-03-2023,South,B,239,4,220,-8.10%
01-04-2023,South,B,218,4,209,-4.20%
01-05-2023,South,B,226,4,218,-3.50%
01-06-2023,South,B,134,4,130,-3.30%
01-07-2023,South,B,183,4,172,-6.00%
01-08-2023,South,B,239,4,217,-9.10%
01-09-2023,South,B,200,4,182,-9.10%
01-10-2023,South,B,217,4,211,-2.70%
01-11-2023,South,B,244,4,234,-4.10%
01-12-2023,South,B,200,4,183,-8.30%
01-01-2024,South,B,149,4,132,-11.70%
01-02-2024,South,B,216,4,206,-4.40%
01-03-2024,South,B,137,4,127,-7.50%
01-04-2024,South,B,213,4,202,-5.20%
01-05-2024,South,B,165,4,155,-6.30%
01-06-2024,South,B,99,4,93,-6.40%
01-07-2024,South,B,163,4,145,-10.80%
01-08-2024,South,B,89,4,85,-5.00%
01-09-2024,South,B,184,4,176,-4.10%
01-10-2024,South,B,134,4,126,-5.70%
01-11-2024,South,B,187,4,166,-11.30%
01-12-2024,South,B,216,4,208,-3.70%
01-01-2025,South,B,167,4,158,-5.30%
01-02-2025,South,B,253,4,240,-5.10%
01-03-2025,South,B,120,4,117,-2.50%
01-04-2021,West,B,159,4,145,-8.90%
01-05-2021,West,B,209,4,188,-10.30%
01-06-2021,West,B,108,4,105,-2.40%
01-07-2021,West,B,212,4,197,-6.90%
01-08-2021,West,B,200,4,185,-7.60%
01-09-2021,West,B,93,4,89,-4.80%
01-10-2021,West,B,207,4,182,-11.80%
01-11-2021,West,B,258,4,234,-9.40%
01-12-2021,West,B,143,4,137,-4.10%
01-01-2022,West,B,145,4,137,-5.30%
01-02-2022,West,B,128,4,122,-5.00%
01-03-2022,West,B,97,4,86,-10.90%
01-04-2022,West,B,141,4,125,-11.70%
01-05-2022,West,B,195,4,177,-9.00%
01-06-2022,West,B,175,4,166,-5.00%
01-07-2022,West,B,206,4,200,-2.90%
01-08-2022,West,B,89,4,84,-5.70%
01-09-2022,West,B,244,4,224,-8.30%
01-10-2022,West,B,130,4,123,-5.10%
01-11-2022,West,B,244,4,217,-11.10%
01-12-2022,West,B,168,4,162,-3.80%
01-01-2023,West,B,215,4,193,-10.30%
01-02-2023,West,B,231,4,215,-6.90%
01-03-2023,West,B,194,4,186,-4.30%
01-04-2023,West,B,187,4,182,-2.90%
01-05-2023,West,B,123,4,111,-9.70%
01-06-2023,West,B,100,4,90,-10.00%
01-07-2023,West,B,94,4,91,-2.70%
01-08-2023,West,B,154,4,137,-10.80%
01-09-2023,West,B,234,4,229,-2.00%
01-10-2023,West,B,225,4,205,-8.90%
01-11-2023,West,B,104,4,95,-8.40%
01-12-2023,West,B,121,4,110,-9.00%
01-01-2024,West,B,196,4,183,-6.40%
01-02-2024,West,B,134,4,124,-7.40%
01-03-2024,West,B,212,4,189,-10.70%
01-04-2024,West,B,218,4,210,-3.60%
01-05-2024,West,B,235,4,230,-2.30%
01-06-2024,West,B,95,4,90,-5.30%
01-07-2024,West,B,185,4,176,-4.70%
01-08-2024,West,B,179,4,160,-10.60%
01-09-2024,West,B,120,4,114,-4.70%
01-10-2024,West,B,234,4,215,-8.20%
01-11-2024,West,B,189,4,168,-11.10%
01-12-2024,West,B,139,4,132,-5.40%
01-01-2025,West,B,180,4,171,-4.80%
01-02-2025,West,B,151,4,141,-6.90%
01-03-2025,West,B,149,4,142,-5.00%
01-04-2021,West,B,92,4,86,-6.70%
01-05-2021,West,B,234,4,211,-10.00%
01-06-2021,West,B,170,4,160,-6.00%
01-07-2021,West,B,213,4,196,-7.80%
01-08-2021,West,B,101,4,99,-2.40%
01-09-2021,West,B,195,4,183,-6.10%
01-10-2021,West,B,216,4,199,-7.80%
01-11-2021,West,B,238,4,231,-3.10%
01-12-2021,West,B,210,4,206,-2.10%
01-01-2022,West,B,137,4,123,-10.10%
01-02-2022,West,B,219,4,212,-3.30%
01-03-2022,West,B,183,4,175,-4.60%
01-04-2022,West,B,94,4,83,-11.70%
01-05-2022,West,B,144,4,138,-4.00%
01-06-2022,West,B,108,4,103,-4.90%
01-07-2022,West,B,162,4,146,-10.10%
01-08-2022,West,B,142,4,132,-6.90%
01-09-2022,West,B,150,4,140,-6.50%
01-10-2022,West,B,110,4,107,-2.80%
01-11-2022,West,B,119,4,106,-10.80%
01-12-2022,West,B,117,4,103,-11.80%
01-01-2023,West,B,121,4,108,-10.40%
01-02-2023,West,B,109,4,106,-2.90%
01-03-2023,West,B,119,4,108,-9.10%
01-04-2023,West,B,157,4,145,-7.60%
